number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
95,0.781666667,31:51.4,32:41.1,0 days 00:00:49.698814,0,8,group,layer,3,group,FALSE,COMPLETE
99,0.781666667,35:09.8,35:59.6,0 days 00:00:49.806657,0,8,group,layer,3,group,FALSE,COMPLETE
18,0.781,26:40.2,27:14.2,0 days 00:00:34.002426,0.3,6,fpgm,layer,2,bnscale,TRUE,COMPLETE
51,0.781,55:51.3,56:49.3,0 days 00:00:57.986513,0.3,7,group,layer,4,bnscale,TRUE,COMPLETE
46,0.780333333,50:51.1,51:48.9,0 days 00:00:57.834325,0.1,7,lamp,layer,4,bnscale,TRUE,COMPLETE
57,0.780333333,01:33.1,02:30.3,0 days 00:00:57.237874,0.2,7,group,layer,4,base,TRUE,COMPLETE
61,0.780333333,04:53.6,05:38.5,0 days 00:00:44.852633,0.1,6,group,layer,3,base,TRUE,COMPLETE
54,0.779666667,58:42.2,59:39.2,0 days 00:00:57.028376,0.2,7,group,layer,4,bnscale,TRUE,COMPLETE
65,0.778666667,08:08.4,08:51.0,0 days 00:00:42.630662,0,6,group,layer,3,base,TRUE,COMPLETE
70,0.778666667,11:48.9,12:33.3,0 days 00:00:44.414180,0.4,7,group,layer,3,bnscale,TRUE,COMPLETE
76,0.778666667,16:31.9,17:05.7,0 days 00:00:33.817495,0.1,6,group,layer,2,bnscale,TRUE,COMPLETE
67,0.778,09:56.1,10:48.1,0 days 00:00:52.051096,0.1,7,lamp,layer,4,base,TRUE,COMPLETE
63,0.777,06:34.2,07:18.9,0 days 00:00:44.710171,0.2,6,group,layer,3,base,TRUE,COMPLETE
53,0.776666667,57:45.1,58:42.1,0 days 00:00:57.082604,0.2,7,group,layer,4,bnscale,TRUE,COMPLETE
72,0.776666667,13:16.9,14:00.9,0 days 00:00:43.926347,0.1,6,group,layer,3,base,TRUE,COMPLETE
74,0.776,14:52.6,15:47.2,0 days 00:00:54.650064,0.2,6,group,layer,4,base,TRUE,COMPLETE
30,0.774333333,34:02.3,35:00.2,0 days 00:00:57.847313,0.3,7,fpgm,layer,4,bnscale,TRUE,COMPLETE
35,0.774,39:11.8,40:09.7,0 days 00:00:57.856238,0.3,7,fpgm,layer,4,bnscale,TRUE,COMPLETE
23,0.773333333,30:23.8,30:57.9,0 days 00:00:34.099009,0.2,6,fpgm,layer,2,bnscale,TRUE,COMPLETE
24,0.773333333,30:57.9,31:31.9,0 days 00:00:33.932909,0.2,6,fpgm,layer,2,bnscale,TRUE,COMPLETE
26,0.773333333,31:56.1,32:30.1,0 days 00:00:33.984066,0.2,6,fpgm,layer,2,bnscale,TRUE,COMPLETE
17,0.772,26:08.9,26:40.2,0 days 00:00:31.336260,0.5,6,fpgm,,2,bnscale,FALSE,COMPLETE
43,0.772,47:19.5,48:17.3,0 days 00:00:57.805323,0.2,7,fpgm,layer,4,bnscale,TRUE,COMPLETE
79,0.772,18:36.4,19:31.6,0 days 00:00:55.178378,0.3,6,fpgm,layer,4,bnscale,TRUE,COMPLETE
20,0.771666667,28:09.4,28:54.2,0 days 00:00:44.777480,0.3,6,fpgm,layer,3,bnscale,TRUE,COMPLETE
56,0.771666667,00:29.6,01:33.1,0 days 00:01:03.444226,0.1,6,group,layer,5,bnscale,FALSE,COMPLETE
50,0.771,55:06.5,55:51.3,0 days 00:00:44.830553,0.1,6,lamp,layer,3,bnscale,TRUE,COMPLETE
21,0.77,28:54.2,29:39.0,0 days 00:00:44.822067,0.3,6,fpgm,layer,3,bnscale,TRUE,COMPLETE
49,0.77,54:10.9,55:06.4,0 days 00:00:55.558927,0,7,lamp,layer,4,base,TRUE,COMPLETE
