number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
70,0.812666667,8.896975777,01:56.5,02:23.8,0 days 00:00:27.262010,,,0.55,0.5,4,0.9,layer,FALSE,FALSE,0.05,,4,FALSE,,,,,,,,,FALSE,,1,COMPLETE
93,0.811333333,8.754927218,12:39.6,13:06.4,0 days 00:00:26.806521,,,0.45,0.25,2,0.99,batch,TRUE,FALSE,0.25,,4,FALSE,,,,,,,,,TRUE,0.4,1,COMPLETE
21,0.81,9.118378777,36:24.4,36:52.3,0 days 00:00:27.955663,,,0.75,0.6,4,0.9,,TRUE,FALSE,0.2,,5,FALSE,,,,,,,,,TRUE,0.2,0,COMPLETE
28,0.809333333,8.761822007,40:18.1,40:45.0,0 days 00:00:26.847546,,,0.75,0.05,6,0.9,layer,FALSE,TRUE,0.2,0.45,2,FALSE,,,,,,,,,TRUE,0,0,COMPLETE
75,0.809333333,8.652736962,04:17.4,04:43.9,0 days 00:00:26.513081,,,0.4,0.25,5,0.995,batch,FALSE,TRUE,0.15,0.35,1,FALSE,,,,,,,,,TRUE,0.4,1,COMPLETE
7,0.809,8.608071183,29:41.1,30:07.4,0 days 00:00:26.368641,,,0.2,0.5,3,0.9,layer,TRUE,FALSE,0.05,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
55,0.809,8.877412824,53:55.2,54:22.3,0 days 00:00:27.173448,,,0.4,0.6,3,0.99,layer,TRUE,FALSE,0.25,,4,FALSE,,,,,,,,,FALSE,,1,COMPLETE
42,0.808666667,10.2811955,47:20.1,47:51.6,0 days 00:00:31.473770,lamp,FALSE,0.8,0.15,4,0.9,,TRUE,TRUE,0.05,0.35,4,TRUE,4,FALSE,,5,FALSE,0.55,3,bnscale,TRUE,0.5,0,COMPLETE
91,0.808666667,8.407246283,11:44.5,12:10.3,0 days 00:00:25.781716,,,0.45,0.3,4,0.9,,FALSE,TRUE,0.1,0.3,4,FALSE,,,,,,,,,FALSE,,1,COMPLETE
3,0.808666667,8.597050048,27:55.7,28:22.1,0 days 00:00:26.336690,,,0.35,0.8,3,0.995,batch,TRUE,FALSE,0,,2,FALSE,,,,,,,,,TRUE,0.4,0,COMPLETE
60,0.808333333,10.52281953,56:31.6,57:03.8,0 days 00:00:32.240433,group,FALSE,0.15,0.4,2,0.9,,FALSE,TRUE,0.1,0.3,4,TRUE,5,TRUE,0.5,4,FALSE,0.75,2,bnscale,TRUE,0.5,1,COMPLETE
88,0.807666667,8.6484856,10:16.4,10:42.9,0 days 00:00:26.494862,,,0.55,0.6,5,0.995,batch,FALSE,FALSE,0.2,,5,FALSE,,,,,,,,,TRUE,0.05,1,COMPLETE
26,0.807333333,12.45412384,39:12.0,39:50.0,0 days 00:00:37.976838,fpgm,FALSE,,0.3,4,0.995,,,FALSE,0.15,,0,TRUE,4,FALSE,,4,TRUE,0.75,2,base,TRUE,0.45,0,COMPLETE
29,0.806666667,8.911527311,40:45.0,41:12.3,0 days 00:00:27.276629,,,0.5,0.75,4,0.99,batch,TRUE,FALSE,0.3,,4,FALSE,,,,,,,,,TRUE,0.25,0,COMPLETE
27,0.806666667,9.174257501,39:50.0,40:18.1,0 days 00:00:28.081509,,,0.7,0.9,5,0.995,layer,TRUE,TRUE,0.25,0.05,4,FALSE,,,,,,,,,TRUE,0.45,0,COMPLETE
44,0.806333333,10.50733287,48:22.7,48:54.8,0 days 00:00:32.147545,lamp,TRUE,0.4,0.05,4,0.99,layer,FALSE,TRUE,0.15,0.5,4,TRUE,5,FALSE,,2,FALSE,0.6,4,group,FALSE,,0,COMPLETE
16,0.805666667,8.909703934,33:56.5,34:23.8,0 days 00:00:27.259829,,,0.6,0.85,2,0.9,,TRUE,FALSE,0.3,,5,FALSE,,,,,,,,,FALSE,,0,COMPLETE
63,0.805666667,12.95669625,58:03.9,58:43.4,0 days 00:00:39.505430,lamp,FALSE,,0.85,2,0.9,,,TRUE,0.3,0.1,5,TRUE,4,TRUE,0.15,0,TRUE,0.8,5,bnscale,FALSE,,1,COMPLETE
23,0.805666667,8.643053447,37:30.1,37:56.6,0 days 00:00:26.494415,,,0.3,0.8,2,0.99,layer,FALSE,FALSE,0.05,,1,FALSE,,,,,,,,,FALSE,,0,COMPLETE
92,0.805666667,8.852047898,12:10.3,12:39.5,0 days 00:00:29.200702,,,0.1,0.25,5,0.995,batch,FALSE,FALSE,0.3,,3,FALSE,,,,,,,,,FALSE,,1,COMPLETE
66,0.803666667,9.927173821,59:43.4,00:13.9,0 days 00:00:30.415574,,,0.8,0.7,5,0.99,batch,FALSE,TRUE,0.05,0,3,FALSE,,,,,,,,,TRUE,0.2,1,COMPLETE
53,0.803333333,10.90277442,52:55.7,53:29.1,0 days 00:00:33.349024,fpgm,TRUE,0.15,0.65,3,0.99,batch,TRUE,TRUE,0.3,0.4,3,TRUE,2,TRUE,0.05,3,FALSE,0.75,3,base,FALSE,,1,COMPLETE
78,0.803333333,8.872266981,05:37.5,06:04.7,0 days 00:00:27.208024,,,0.25,0.6,3,0.995,batch,FALSE,TRUE,0.25,0,4,FALSE,,,,,,,,,TRUE,0.1,1,COMPLETE
46,0.801666667,8.889366201,49:26.8,49:54.0,0 days 00:00:27.210749,,,0.15,0.75,2,0.9,batch,TRUE,TRUE,0.1,0.3,4,FALSE,,,,,,,,,TRUE,0.25,0,COMPLETE
