number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
21,0.690333333,10.97055465,45:22.6,45:56.2,0 days 00:00:33.540224,fpgm,FALSE,0.25,0.15,6,0.99,layer,TRUE,FALSE,0.15,,5,TRUE,2,TRUE,0.2,3,FALSE,0.55,5,bnscale,TRUE,0.15,0,COMPLETE
63,0.665333333,12.45723335,06:48.7,07:26.7,0 days 00:00:37.988729,lamp,FALSE,,0.9,5,0.99,,,TRUE,0.3,0.05,5,TRUE,2,FALSE,,0,TRUE,0.85,2,base,FALSE,,1,COMPLETE
16,0.638,9.067173712,42:41.3,43:09.0,0 days 00:00:27.734690,,,0.7,0.15,6,0.9,layer,TRUE,FALSE,0.05,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
84,0.631333333,10.54593641,18:19.5,18:51.8,0 days 00:00:32.282869,lamp,TRUE,0.55,0.7,4,0.995,,FALSE,TRUE,0.05,0.2,1,TRUE,2,TRUE,0.05,1,FALSE,0.6,5,bnscale,TRUE,0.35,1,COMPLETE
11,0.621666667,11.99975813,39:52.1,40:28.7,0 days 00:00:36.620730,fpgm,TRUE,,0.3,4,0.99,,,TRUE,0.05,0.15,2,TRUE,2,FALSE,,2,TRUE,0.6,5,group,FALSE,,0,COMPLETE
89,0.604,8.489002314,21:08.3,21:34.4,0 days 00:00:26.033333,,,0.5,0.65,3,0.99,,FALSE,FALSE,0.15,,1,FALSE,,,,,,,,,TRUE,0.15,1,COMPLETE
66,0.561333333,11.00854487,08:33.2,09:06.9,0 days 00:00:33.673669,lamp,TRUE,0.6,0.3,5,0.995,layer,FALSE,TRUE,0.2,0.5,0,TRUE,4,FALSE,,4,FALSE,0.7,1,base,FALSE,,1,COMPLETE
86,0.482,10.5336666,19:27.7,19:59.9,0 days 00:00:32.207991,lamp,TRUE,0.75,0.35,6,0.99,layer,FALSE,FALSE,0,,2,TRUE,5,FALSE,,5,FALSE,0.7,5,base,FALSE,,1,COMPLETE
61,0.479666667,8.821048174,05:54.4,06:21.4,0 days 00:00:27.024575,,,0.55,0.5,2,0.99,,FALSE,TRUE,0.15,0.2,1,FALSE,,,,,,,,,TRUE,0.2,1,COMPLETE
33,0.472333333,8.656253419,51:53.2,52:19.7,0 days 00:00:26.538224,,,0.25,0.5,3,0.99,,FALSE,FALSE,0.15,,1,FALSE,,,,,,,,,TRUE,0.05,0,COMPLETE
58,0.465666667,10.74200224,04:17.3,04:50.3,0 days 00:00:32.929741,group,TRUE,0.4,0.85,6,0.9,layer,TRUE,FALSE,0.3,,2,TRUE,5,TRUE,0.3,4,FALSE,0.55,2,base,FALSE,,1,COMPLETE
36,0.447666667,8.923587529,53:20.1,53:47.5,0 days 00:00:27.326660,,,0.8,0.6,5,0.9,,TRUE,TRUE,0.1,0.25,1,FALSE,,,,,,,,,FALSE,,0,COMPLETE
30,0.433333333,10.81063044,50:17.4,50:50.4,0 days 00:00:33.090548,group,FALSE,0.4,0.4,6,0.9,layer,FALSE,FALSE,0.3,,2,TRUE,2,FALSE,,3,FALSE,0.9,4,base,TRUE,0.05,0,COMPLETE
