scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.0,True,0.004272395125288241,0.02372543249677109,0.003219944536381582,5.977081297891222e-05,3,0.7,base,lamp,True,False,"[0.7046666666666667, 0.7]",
False,,True,0.0008706151686650773,0.21439422447688808,2.058683232900013e-05,0.0001005778052012113,2,0.9,bnscale,fpgm,True,False,"[0.678, 0.9]",
False,,True,0.003855816069512034,0.008977657550319616,2.874948356316375e-05,0.00022939400818047437,1,0.8,base,fpgm,False,True,"[0.6880000000000001, 0.8]",0.30000000000000004
