number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
121,0.7432301465138819,0.7,2025-05-17 16:40:31.885317,2025-05-17 16:41:13.832892,0 days 00:00:41.947575,mse,False,,2,COMPLETE,0.7,0.9,0.9,4.36098499546164e-05,2.7005827260703177e-05,3.0,0.0,0.15,True,150.0,0.2
109,0.7425460350037056,0.7,2025-05-17 16:31:30.354709,2025-05-17 16:32:14.806724,0 days 00:00:44.452015,mse,True,,2,COMPLETE,0.7,0.8,0.8,0.0025952839491545083,0.007629483920667719,2.0,0.5,0.05,False,,0.05
107,0.7395245425004275,0.6,2025-05-17 16:30:01.319938,2025-05-17 16:30:46.276923,0 days 00:00:44.956985,mse,False,,2,COMPLETE,0.6,0.99,0.99,2.628830546408314e-05,0.024239748057767983,2.0,0.25,0.1,False,,0.2
61,0.7378712730175018,0.7,2025-05-17 15:55:20.812607,2025-05-17 15:56:05.060496,0 days 00:00:44.247889,mse,False,,1,COMPLETE,0.7,0.8,0.8,0.0025952839491545083,0.007629483920667719,2.0,3.0,0.05,False,,0.05
96,0.7378142637249873,0.7,2025-05-17 16:21:36.345872,2025-05-17 16:22:20.577141,0 days 00:00:44.231269,mse,False,,1,COMPLETE,0.7,0.99,0.99,0.009410959349798851,0.011208121137240604,4.5,0.75,0.0,False,,0.15000000000000002
87,0.7375292172624137,0.7,2025-05-17 16:14:45.020028,2025-05-17 16:15:28.761319,0 days 00:00:43.741291,cwd,True,0.25,1,COMPLETE,0.7,0.9,0.9,0.0002512414995943113,0.024239748057767983,4.5,0.25,0.05,True,120.0,0.3
29,0.7374722079698991,0.5,2025-05-17 15:13:23.085876,2025-05-17 15:14:20.002977,0 days 00:00:56.917101,mse,False,,0,COMPLETE,0.5,0.99,0.99,0.0004257030612518699,0.011208121137240604,4.5,0.75,0.15,True,120.0,0.1
86,0.7357619291944587,0.5,2025-05-17 16:14:00.753693,2025-05-17 16:14:44.995454,0 days 00:00:44.241761,cwd,True,0.5,1,COMPLETE,0.5,0.9,0.9,0.0009411264036092151,0.00019484172228292988,0.0,4.75,0.05,False,,0.3
64,0.7328544552762101,0.7,2025-05-17 15:57:35.168911,2025-05-17 15:58:17.252040,0 days 00:00:42.083129,mse,False,,1,COMPLETE,0.7,0.8,0.8,0.00018361867560273028,0.007629483920667719,4.75,3.25,0.0,False,,0.0
33,0.7315432415483724,0.7,2025-05-17 15:18:59.140505,2025-05-17 15:20:33.857633,0 days 00:01:34.717128,cwd,False,4.75,0,COMPLETE,0.7,0.9,0.9,0.00018361867560273028,0.007629483920667719,2.25,3.25,0.0,False,,0.0
