scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,mpp_warnup,values
True,0.05,True,0.0056203354418809135,1.0656748422226672e-05,0.0008484218335745121,0.004279268951045018,2,0.8,group,fpgm,True,True,0.4,"[0.8180000000000001, 0.8]"
True,0.05,True,0.0065026918401797735,0.00033953348154020034,2.276081349821092e-05,1.761111600143259e-05,3,0.9,group,fpgm,True,False,,"[0.8016666666666667, 0.9]"
False,,True,0.0020311548620737118,0.060987066217257975,0.00019147045492586977,0.0003132444183635027,1,0.6,bnscale,lamp,False,False,,"[0.831, 0.6]"
False,,True,0.002562656856741239,0.0054716494651596975,1.2260097477761463e-05,0.0981345969671024,1,0.7,bnscale,fpgm,False,False,,"[0.8210000000000001, 0.7]"
