number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
94,0.7108932461873638,0.7,2025-05-17 07:50:08.796974,2025-05-17 07:51:18.816539,0 days 00:01:10.019565,cwd,False,1.5,1,COMPLETE,0.7,0.995,0.995,3.056267740538177e-05,0.05350243027500423,2.75,5.0,0.05,True,120.0,0.3
1,0.7089324618736383,0.7,2025-05-17 06:03:08.179143,2025-05-17 06:04:11.996695,0 days 00:01:03.817552,mse,False,,0,COMPLETE,0.7,0.9,0.9,0.0004003223264509902,0.4382840687721263,1.75,4.75,0.05,False,,0.2
31,0.6904139433551197,0.7,2025-05-17 06:38:57.569883,2025-05-17 06:40:07.810015,0 days 00:01:10.240132,cwd,False,1.0,0,COMPLETE,0.7,0.995,0.995,0.0010132813098811626,0.05350243027500423,0.75,5.0,0.0,False,,0.1
115,0.6721132897603486,0.6,2025-05-17 08:13:54.941451,2025-05-17 08:15:00.166497,0 days 00:01:05.225046,mse,True,,2,COMPLETE,0.6,0.995,0.995,8.002187433711855e-05,3.348733027382839e-05,3.0,3.0,0.05,True,30.0,0.2
61,0.6538126361655774,0.6,2025-05-17 07:12:39.964569,2025-05-17 07:13:51.391377,0 days 00:01:11.426808,cwd,True,0.25,1,COMPLETE,0.6,0.99,0.99,0.00015321960597033775,7.507785793910936e-05,3.5,3.0,0.1,True,150.0,0.05
43,0.5747276688453159,0.7,2025-05-17 06:52:23.848287,2025-05-17 06:53:34.905514,0 days 00:01:11.057227,cwd,True,2.5,0,COMPLETE,0.7,0.99,0.99,4.954516879428417e-05,7.507785793910936e-05,4.75,0.75,0.1,True,90.0,0.05
65,0.5740740740740741,0.5,2025-05-17 07:17:14.090453,2025-05-17 07:18:18.880265,0 days 00:01:04.789812,mse,True,,1,COMPLETE,0.5,0.9,0.9,0.002893387007218722,0.013356107922183051,1.75,0.5,0.15,True,30.0,0.2
28,0.561437908496732,0.5,2025-05-17 06:35:32.826506,2025-05-17 06:36:44.925339,0 days 00:01:12.098833,cwd,True,0.5,0,COMPLETE,0.5,0.995,0.995,1.627751745383629e-05,0.0007656552947856863,3.5,1.0,0.1,True,150.0,0.25
72,0.5601307189542485,0.5,2025-05-17 07:24:56.273411,2025-05-17 07:26:07.657063,0 days 00:01:11.383652,cwd,True,2.0,1,COMPLETE,0.5,0.995,0.995,0.0003536733543116364,0.07128516586281977,4.0,0.75,0.05,False,,0.05
40,0.5581699346405229,0.7,2025-05-17 06:49:04.424941,2025-05-17 06:50:07.614391,0 days 00:01:03.189450,mse,False,,0,COMPLETE,0.7,0.8,0.8,0.005610600912814214,0.4274224523970429,2.5,5.0,0.15,True,90.0,0.1
