number,value,datetime_start,datetime_complete,duration,params_kd_dropout,params_kd_lamb,params_kd_lr,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay,params_prune_mlp,params_prune_rate,state
9,0.815666667,52:17.3,54:02.2,0 days 00:01:44.895018,,0.1,0.00090147,0.99,,,FALSE,0.3,,0.000261936,TRUE,0.6,COMPLETE
48,0.814666667,55:55.3,57:27.1,0 days 00:01:31.764397,0.55,0.2,0.001146122,0.8,batch,FALSE,TRUE,0.2,0.15,0.009079481,FALSE,0.7,COMPLETE
2,0.814,41:07.9,42:51.2,0 days 00:01:43.362786,,0.7,0.001980176,0.9,,,TRUE,0.2,0,0.124541582,TRUE,0.6,COMPLETE
42,0.813333333,46:02.3,47:46.5,0 days 00:01:44.151425,,0.2,0.004038931,0.995,,,TRUE,0.05,0.35,0.877516339,TRUE,0.5,COMPLETE
30,0.81,26:34.8,28:00.3,0 days 00:01:25.469860,0.75,0.4,0.006725304,0.8,,TRUE,FALSE,0,,0.002749999,FALSE,0.7,COMPLETE
10,0.805666667,54:02.2,55:27.4,0 days 00:01:25.177124,0.8,0.1,1.98E-05,0.99,batch,FALSE,FALSE,0.1,,1.59E-05,FALSE,0.7,COMPLETE
24,0.801333333,16:48.3,18:29.8,0 days 00:01:41.454547,0.6,0.2,0.004282397,0.8,,TRUE,FALSE,0.1,,0.003286123,FALSE,0.6,COMPLETE
0,0.796,37:54.6,39:30.7,0 days 00:01:36.065705,,0.5,0.000113892,0.9,,,TRUE,0.05,0.2,0.237665324,TRUE,0.7,COMPLETE
7,0.79,49:01.9,50:35.7,0 days 00:01:33.875091,0.25,0.6,6.90E-05,0.9,batch,FALSE,TRUE,0.2,0.45,0.039139978,FALSE,0.6,COMPLETE
20,0.758333333,10:27.6,11:57.4,0 days 00:01:29.835494,0.4,0.1,3.66E-05,0.8,batch,TRUE,FALSE,0.25,,0.946785661,FALSE,0.7,COMPLETE
49,0.728,57:27.1,59:05.1,0 days 00:01:37.952079,0.75,0.7,0.003187273,0.9,,TRUE,FALSE,0.2,,0.018486848,FALSE,0.6,COMPLETE
3,0.632666667,42:51.3,44:22.7,0 days 00:01:31.407643,,0.3,2.53E-05,0.8,,,FALSE,0,,0.327136599,TRUE,0.7,COMPLETE
16,0.576333333,03:46.6,05:11.7,0 days 00:01:25.040744,0.5,0.4,1.06E-05,0.8,,FALSE,FALSE,0,,6.16E-05,FALSE,0.7,COMPLETE
6,0.409,47:34.0,49:01.8,0 days 00:01:27.855890,0.35,0.3,7.32E-05,0.995,,TRUE,TRUE,0.3,0.05,0.110497762,FALSE,0.7,COMPLETE
