number,value,datetime_start,datetime_complete,duration,params_kd_dropout,params_kd_lamb,params_kd_lr,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay,params_prune_mlp,params_prune_rate,state
9,0.775666667,23:35.4,26:07.7,0 days 00:02:32.365190,,0.2,0.000165036,0.8,,,TRUE,0,0.25,0.000429781,TRUE,0.5,COMPLETE
38,0.775666667,30:52.6,33:26.5,0 days 00:02:33.987525,0.45,0.5,2.97E-05,0.8,batch,TRUE,FALSE,0.25,,3.33E-05,FALSE,0.6,COMPLETE
13,0.775333333,34:42.4,36:56.5,0 days 00:02:14.083984,,0.6,6.78E-05,0.99,,,TRUE,0.1,0.2,0.024150156,TRUE,0.7,COMPLETE
14,0.773666667,36:56.5,39:10.1,0 days 00:02:13.619535,,0.9,0.001314344,0.995,,,TRUE,0.1,0,0.983830083,TRUE,0.7,COMPLETE
36,0.771666667,26:00.5,28:26.2,0 days 00:02:25.750618,0.5,0.5,0.005779301,0.8,batch,TRUE,FALSE,0.2,,3.21E-05,FALSE,0.6,COMPLETE
8,0.771,21:19.5,23:35.3,0 days 00:02:15.867931,0.8,0.3,0.000339597,0.9,,FALSE,FALSE,0.25,,0.000506516,FALSE,0.5,COMPLETE
39,0.77,33:26.6,35:39.8,0 days 00:02:13.239594,0.7,0.4,0.000403018,0.8,layer,FALSE,FALSE,0.2,,0.000645843,FALSE,0.5,COMPLETE
45,0.767666667,48:25.2,50:26.6,0 days 00:02:01.406971,0.55,0.8,0.009693605,0.99,batch,TRUE,FALSE,0.05,,8.50E-05,FALSE,0.5,COMPLETE
5,0.767333333,12:46.9,15:50.0,0 days 00:03:03.184624,,0.5,2.50E-05,0.9,,,FALSE,0.15,,1.09E-05,TRUE,0.6,COMPLETE
16,0.759333333,41:25.2,43:44.7,0 days 00:02:19.459239,,0.8,5.51E-05,0.995,,,TRUE,0.2,0.4,0.011130897,TRUE,0.6,COMPLETE
17,0.750333333,43:44.7,46:06.7,0 days 00:02:21.969861,,0.5,1.21E-05,0.99,,,TRUE,0.05,0.35,9.59E-05,TRUE,0.7,COMPLETE
0,0.741,59:05.3,01:31.8,0 days 00:02:26.449933,0.65,0.2,0.00029664,0.995,,TRUE,FALSE,0.2,,0.004652287,FALSE,0.6,COMPLETE
4,0.632666667,09:45.0,12:46.8,0 days 00:03:01.832933,,0.1,0.008736948,0.8,,,FALSE,0.3,,0.032052693,TRUE,0.6,COMPLETE
44,0.504,46:18.0,48:25.1,0 days 00:02:07.148095,0.3,0.1,0.000193692,0.8,,FALSE,TRUE,0,0.3,0.01895248,FALSE,0.7,COMPLETE
6,0.451666667,15:50.1,18:10.0,0 days 00:02:19.959971,0.35,0.3,0.000152781,0.8,,FALSE,FALSE,0.25,,0.187259825,FALSE,0.5,COMPLETE
