2025-04-24 22:03:55 - sandbox - [INFO]: Test Logger Initialized!
2025-04-24 22:03:55 - sandbox - [ERROR]: Test Error Message!
2025-04-24 22:03:55 - sandbox - [WARNING]: Test Warning Message!
2025-04-24 22:03:56 - engine - [INFO]: Epoch: 01, Loss: 1.200, valLoss: 1.059, Train: 68.33%, Valid: 47.60%, Test: 51.00%, 
2025-04-24 22:03:56 - engine - [INFO]: Epoch: 02, Loss: 0.979, valLoss: 0.959, Train: 85.00%, Valid: 65.20%, Test: 69.10%, 
2025-04-24 22:03:56 - engine - [INFO]: Epoch: 03, Loss: 0.974, valLoss: 0.882, Train: 88.33%, Valid: 71.80%, Test: 73.90%, 
2025-04-24 22:03:56 - engine - [INFO]: Epoch: 04, Loss: 0.887, valLoss: 0.835, Train: 85.00%, Valid: 72.60%, Test: 72.30%, 
2025-04-24 22:03:56 - engine - [INFO]: Epoch: 06, Loss: 0.828, valLoss: 0.771, Train: 93.33%, Valid: 73.80%, Test: 75.30%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 10, Loss: 0.530, valLoss: 0.753, Train: 93.33%, Valid: 69.00%, Test: 73.90%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 20, Loss: 0.136, valLoss: 1.153, Train: 98.33%, Valid: 67.40%, Test: 70.90%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 30, Loss: 0.086, valLoss: 1.314, Train: 100.00%, Valid: 71.20%, Test: 75.90%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 40, Loss: 0.028, valLoss: 1.630, Train: 100.00%, Valid: 70.40%, Test: 75.50%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 50, Loss: 0.120, valLoss: 1.794, Train: 100.00%, Valid: 68.00%, Test: 71.30%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 60, Loss: 0.017, valLoss: 1.712, Train: 100.00%, Valid: 70.00%, Test: 74.30%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 70, Loss: 0.016, valLoss: 2.066, Train: 100.00%, Valid: 66.20%, Test: 69.70%, 
2025-04-24 22:03:57 - engine - [INFO]: Epoch: 80, Loss: 0.009, valLoss: 1.715, Train: 100.00%, Valid: 72.60%, Test: 74.60%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 90, Loss: 0.016, valLoss: 2.048, Train: 100.00%, Valid: 69.60%, Test: 74.40%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 100, Loss: 0.008, valLoss: 2.450, Train: 100.00%, Valid: 65.00%, Test: 69.90%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 110, Loss: 0.001, valLoss: 1.806, Train: 100.00%, Valid: 70.60%, Test: 75.40%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 120, Loss: 0.001, valLoss: 1.908, Train: 100.00%, Valid: 70.20%, Test: 74.90%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 130, Loss: 0.002, valLoss: 2.196, Train: 100.00%, Valid: 69.20%, Test: 73.30%, 
2025-04-24 22:03:58 - engine - [INFO]: Epoch: 140, Loss: 0.022, valLoss: 1.578, Train: 100.00%, Valid: 69.60%, Test: 73.80%, 
2025-04-24 22:03:59 - engine - [INFO]: Epoch: 150, Loss: 0.016, valLoss: 1.798, Train: 100.00%, Valid: 70.40%, Test: 74.10%, 
