scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.5,True,0.0016705553373489487,7.094848526137779e-05,3.223685128656745e-05,0.0017289420157502336,1,0.6,base,fpgm,False,False,"[0.8063964426201471, 0.6]",
False,,False,0.00021056383935187876,0.00017473877100743904,0.00029650419148237337,0.878778771622459,2,0.5,base,group,False,False,"[0.807479619177926, 0.5]",
False,,True,0.0011767993089142387,0.002100128051201618,0.0007125296412742851,0.0021878118844716136,2,0.8,group,group,True,True,"[0.8007525226611937, 0.8]",0.5
True,0.45,True,0.0003674887323834045,9.962505941644894e-05,2.104943774711181e-05,0.0012237569355373684,1,0.7,base,fpgm,False,False,"[0.8059403682800297, 0.7]",
True,0.45,True,0.007204351724128019,1.5869164324890148e-05,6.955431211782757e-05,0.0019013535229311673,1,0.9,bnscale,fpgm,True,False,"[0.7935123425118293, 0.9]",
