scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.45,False,0.006268777069134547,0.0023553192915424463,0.00014558323700258912,0.00016424731546064962,3,0.7,base,lamp,False,False,"[0.8063964426201471, 0.7]",
False,,False,0.0024796023138749534,0.00456086425341549,3.2223944791455106e-05,0.05117724410883617,2,0.8,bnscale,group,True,True,"[0.804800182429736, 0.8]",0.25
True,0.30000000000000004,True,0.0003135289856982184,0.0006581045079117518,0.00428412817660357,0.00012681748398602881,3,0.9,base,group,True,False,"[0.7510974288809075, 0.9]",
