scheduler,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,mpp_warnup,values
False,True,0.004580710004947885,2.5281520239004623e-05,0.0011885143782422339,0.005874274500554602,1,0.6,base,lamp,False,True,0.30000000000000004,"[0.9592592592592593, 0.6]"
False,True,0.0027627717268481813,2.7889785755262346e-05,0.0004171619717132141,4.747484024404156e-05,3,0.7,bnscale,lamp,False,False,,"[0.9562091503267974, 0.7]"
False,False,0.000759394729876118,0.00010141938757480772,1.6339252833639652e-05,5.1045695645071444e-05,3,0.8,bnscale,fpgm,True,False,,"[0.950326797385621, 0.8]"
False,True,0.0045234088555593695,8.966365212172505e-05,0.0004219587526919356,0.05919087665219479,3,0.9,base,lamp,False,True,0.05,"[0.9479302832244008, 0.9]"
