scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.30000000000000004,True,0.0008089026006946967,2.7617807123720083e-05,0.0003221215796959627,0.0014766912341490895,2,0.6,bnscale,group,False,False,"[0.9636165577342047, 0.6]",
False,,False,0.00030556610957053766,3.655818989162189e-05,4.459613298000501e-05,0.010156183285528728,3,0.9,group,lamp,True,True,"[0.5793028322440087, 0.9]",0.05
False,,True,0.004474568862390874,1.0990244154818253e-05,0.00012658757267369468,0.0012369800764358923,3,0.8,group,group,True,False,"[0.9557734204793028, 0.8]",
True,0.15000000000000002,True,0.0005822437925143837,5.111917777395531e-05,0.0024642159030854277,0.0007384188123588445,2,0.7,base,group,True,True,"[0.9596949891067538, 0.7]",0.15000000000000002
