number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
51,0.7186666666666666,0.6,2025-05-17 02:46:02.948315,2025-05-17 02:46:28.519152,0 days 00:00:25.570837,cwd,False,2.0,1,COMPLETE,0.6,0.99,0.99,5.632844719311972e-05,0.0049327661785459375,1.5,1.25,0.15,False,,0.05
56,0.7186666666666666,0.7,2025-05-17 02:48:07.487896,2025-05-17 02:48:32.894761,0 days 00:00:25.406865,cwd,False,4.0,1,COMPLETE,0.7,0.99,0.99,6.417060922214524e-05,0.01178534549898418,1.25,0.75,0.0,False,,0.25
19,0.7186666666666666,0.7,2025-05-17 02:32:46.099762,2025-05-17 02:33:09.751052,0 days 00:00:23.651290,mse,False,,0,COMPLETE,0.7,0.8,0.8,0.00028397674310717835,6.653205056785309e-05,3.5,1.0,0.05,True,30.0,0.2
55,0.7183333333333333,0.7,2025-05-17 02:47:42.243766,2025-05-17 02:48:07.466044,0 days 00:00:25.222278,cwd,False,5.0,1,COMPLETE,0.7,0.995,0.995,0.00028397674310717835,6.653205056785309e-05,1.25,1.0,0.0,True,150.0,0.2
28,0.7183333333333333,0.7,2025-05-17 02:36:31.198185,2025-05-17 02:36:56.463293,0 days 00:00:25.265108,cwd,False,4.5,0,COMPLETE,0.7,0.8,0.8,5.632844719311972e-05,0.0049327661785459375,2.0,2.25,0.05,False,,0.15000000000000002
23,0.7183333333333333,0.5,2025-05-17 02:34:27.169777,2025-05-17 02:34:51.660579,0 days 00:00:24.490802,mse,False,,0,COMPLETE,0.5,0.9,0.9,2.0479774824128284e-05,0.001748690661743855,3.5,4.75,0.05,True,30.0,0.1
76,0.718,0.7,2025-05-17 02:56:27.340424,2025-05-17 02:56:50.961096,0 days 00:00:23.620672,mse,False,,1,COMPLETE,0.7,0.99,0.99,0.00122846737269266,0.017513046963079454,2.75,2.25,0.15,False,,0.1
90,0.7176666666666667,0.5,2025-05-17 03:02:14.190871,2025-05-17 03:02:39.089461,0 days 00:00:24.898590,mse,True,,1,COMPLETE,0.5,0.99,0.99,0.006513362181261678,1.7451042133037916e-05,5.0,2.25,0.0,True,90.0,0.05
13,0.7176666666666667,0.5,2025-05-17 02:30:17.222626,2025-05-17 02:30:42.127044,0 days 00:00:24.904418,mse,True,,0,COMPLETE,0.5,0.9,0.9,5.963130612177816e-05,0.025588837230414746,4.75,4.75,0.0,False,,0.1
57,0.7173333333333334,0.5,2025-05-17 02:48:32.918771,2025-05-17 02:48:59.172445,0 days 00:00:26.253674,cwd,False,1.0,1,COMPLETE,0.5,0.8,0.8,0.004866739547841751,4.2363313850537465e-05,2.75,2.25,0.1,False,,0.1
