number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay,params_lr,params_mpp_lr,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,params_weight_decay,system_attrs_NSGAIISampler:generation,state
69,0.9308433296982915,0.9420210832424573,2025-05-07 06:30:17.637943,2025-05-07 06:33:04.395375,0 days 00:02:46.757432,fpgm,False,,0.4,0.0017547595680488814,0.9,,,True,0.05,0.15000000000000002,0.015708191598901324,0.0010941067133859658,0.000325607394703577,True,0.0,0.05271696034937954,True,0.8999999999999999,3,bnscale,False,,3.6920773301670025e-05,1,COMPLETE
70,0.8331515812431842,0.9441112322791713,2025-05-07 06:33:04.419751,2025-05-07 06:35:56.548864,0 days 00:02:52.129113,group,True,0.5,0.30000000000000004,0.0008255841439502921,0.99,,False,False,0.3,,0.0010486648073056931,2.1324225268138047e-05,1.5146694580183068e-05,False,,0.00013463084756543147,False,0.7,2,base,False,,0.003944122728304339,1,COMPLETE
71,0.940748818611414,0.9436568520537986,2025-05-07 06:35:56.572248,2025-05-07 06:38:39.449992,0 days 00:02:42.877744,group,False,,0.1,0.0005409121760056357,0.995,,,True,0.2,0.30000000000000004,0.06945484987191826,0.0025560451306477785,0.002113070152341859,False,,4.542960748550809e-05,True,0.7999999999999999,3,group,False,,1.302607764353242e-05,1,COMPLETE
72,0.9055797891675755,0.9394765539803709,2025-05-07 06:38:39.473138,2025-05-07 06:41:02.018281,0 days 00:02:22.545143,fpgm,True,,0.6,0.00035197869670829275,0.99,,,False,0.1,,0.08109287888701089,0.0013951749669731763,0.003913156219223261,True,0.30000000000000004,0.00017993858901931673,True,0.8999999999999999,1,group,False,,0.0016575769150108844,1,COMPLETE
73,0.940748818611414,0.9199382042893495,2025-05-07 06:41:02.040545,2025-05-07 06:43:36.649248,0 days 00:02:34.608703,fpgm,True,0.5,0.2,0.0075543871772109465,0.99,layer,False,False,0.05,,1.2170988242476711e-05,6.304730865571441e-05,0.0001161209435541452,False,,0.0001766559352454535,False,0.7,1,group,True,0.2,0.4061219205044629,1,COMPLETE
74,0.9474736459469284,0.9358415121773901,2025-05-07 06:43:36.670336,2025-05-07 06:45:59.718185,0 days 00:02:23.047849,lamp,True,,0.4,0.00035197869670829275,0.9,,,True,0.1,0.25,0.0005945446686144185,1.620672856977081e-05,0.003913156219223261,False,,0.7554608738310938,True,0.8999999999999999,1,group,False,,0.0016575769150108844,1,COMPLETE
75,0.8957651762995275,0.9003998545983279,2025-05-07 06:45:59.739588,2025-05-07 06:48:32.124153,0 days 00:02:32.384565,group,False,0.15000000000000002,0.30000000000000004,2.7403047286914024e-05,0.9,layer,True,True,0.25,0.2,0.03475312364792154,0.0010941067133859658,7.440577900128453e-05,False,,0.000527703660400242,False,0.8999999999999999,1,base,False,,0.0457564572294909,1,COMPLETE
76,0.9391130498000727,0.8000727008360596,2025-05-07 06:48:32.147388,2025-05-07 06:51:28.388939,0 days 00:02:56.241551,fpgm,False,0.30000000000000004,0.8,0.0006244323624493025,0.99,batch,True,True,0.1,0.05,0.012616356983563571,0.00026201051020526174,0.0017015007598818524,False,,0.36338111775616394,False,0.7999999999999999,3,bnscale,True,0.2,0.6110653928487192,1,COMPLETE
77,0.9469283896764814,0.9425663395129044,2025-05-07 06:51:28.414811,2025-05-07 06:54:05.619365,0 days 00:02:37.204554,lamp,False,0.1,0.30000000000000004,0.001086904929290907,0.8,layer,True,False,0.05,,0.023231680693106927,0.001405386241385563,1.1286677030419244e-05,False,,0.34572424791362055,False,0.8999999999999999,2,bnscale,False,,0.0003302814702336559,1,COMPLETE
78,0.22746274082151943,0.9434750999636495,2025-05-07 06:54:05.642341,2025-05-07 06:56:35.303922,0 days 00:02:29.661581,group,True,0.15000000000000002,0.8,0.0020246205276636653,0.995,,False,True,0.05,0.25,0.25090146667416463,6.304730865571441e-05,7.648263101015284e-05,False,,3.420129164460875e-05,False,0.7,1,group,True,0.1,1.302607764353242e-05,1,COMPLETE
79,0.9157579062159215,0.93302435478008,2025-05-07 06:56:35.326689,2025-05-07 06:59:01.346621,0 days 00:02:26.019932,fpgm,False,,0.6,0.0023571273886078426,0.9,,,True,0.05,0.45,0.0959201213071867,0.0010877029127586955,0.007478188716572893,False,,6.297856613280895e-05,True,0.7999999999999999,1,base,False,,0.013139435112809881,1,COMPLETE
80,0.9489276626681207,0.9406579425663395,2025-05-07 06:59:01.370968,2025-05-07 07:01:41.884883,0 days 00:02:40.513915,lamp,True,0.2,0.4,0.001086904929290907,0.9,batch,True,False,0.05,,2.636382686716318e-05,2.129603347272809e-05,0.0015338028741823206,True,0.5,0.05271696034937954,False,0.7999999999999999,2,bnscale,False,,3.6920773301670025e-05,1,COMPLETE
81,0.9546528535078154,0.9408396946564886,2025-05-07 07:01:41.907145,2025-05-07 07:04:01.134837,0 days 00:02:19.227692,fpgm,False,0.5,0.9,0.00040542053825898803,0.8,batch,False,False,0.3,,0.0047665718196158394,2.2607457455291094e-05,0.0003379899745840217,False,,0.0004144768050633952,False,0.7999999999999999,1,bnscale,False,,7.394389265494007e-05,1,COMPLETE
82,0.4485641584878226,0.9446564885496184,2025-05-07 07:04:01.155852,2025-05-07 07:06:26.139303,0 days 00:02:24.983451,fpgm,True,0.65,0.9,1.4478953548579492e-05,0.8,,False,False,0.1,,0.0003718007988615981,0.0005442697417696576,0.0003379899745840217,False,,4.652516005541682e-05,False,0.7999999999999999,3,bnscale,False,,8.756984826145542e-05,1,COMPLETE
83,0.9470192657215558,0.9422937113776809,2025-05-07 07:06:26.165774,2025-05-07 07:08:48.608755,0 days 00:02:22.442981,lamp,True,,0.2,0.00013748456345768302,0.8,,,True,0.1,0.15000000000000002,0.00011815952337386297,0.009992559508668043,0.00026655084344404063,False,,0.015002861849513235,True,0.8999999999999999,1,group,True,0.4,0.0016575769150108844,1,COMPLETE
84,0.9442021083242458,0.9270265358051618,2025-05-07 07:08:48.636308,2025-05-07 07:11:25.577921,0 days 00:02:36.941613,lamp,True,,0.6,1.3314801019875387e-05,0.99,,,False,0.3,,0.0015062712611207242,1.907542207075142e-05,0.0012019538435195261,False,,0.00017993858901931673,True,0.7999999999999999,3,group,True,0.2,0.05794089874786731,1,COMPLETE
85,0.9346601235914213,0.8733187931661214,2025-05-07 07:11:25.599112,2025-05-07 07:13:59.194939,0 days 00:02:33.595827,fpgm,False,0.5,0.2,0.0075543871772109465,0.99,,True,True,0.1,0.1,1.2170988242476711e-05,1.9652650867831745e-05,0.00029267898564308185,False,,0.36338111775616394,False,0.7999999999999999,1,bnscale,True,0.30000000000000004,0.4061219205044629,1,COMPLETE
86,0.819065794256634,0.9363867684478372,2025-05-07 07:13:59.216967,2025-05-07 07:16:25.990666,0 days 00:02:26.773699,fpgm,True,,0.6,0.0020145801360438786,0.99,,,False,0.3,,0.08109287888701089,4.6987541501223136e-05,0.0012019538435195261,False,,0.00017993858901931673,True,0.8999999999999999,2,base,False,,1.063503336496911e-05,1,COMPLETE
87,0.9562886223191568,0.9433842239185749,2025-05-07 07:16:26.014992,2025-05-07 07:19:30.304877,0 days 00:03:04.289885,lamp,False,0.65,0.30000000000000004,5.958410485549077e-05,0.9,layer,True,False,0.3,,0.012723676909865651,2.1324225268138047e-05,1.5146694580183068e-05,True,0.15000000000000002,0.00013463084756543147,False,0.7,3,bnscale,False,,1.4353004930508628e-05,1,COMPLETE
88,0.9601054162122864,0.9432933478735005,2025-05-07 07:19:30.327242,2025-05-07 07:22:00.270319,0 days 00:02:29.943077,fpgm,False,,0.4,0.0010334494526840028,0.99,,,False,0.3,,0.00043942902597610096,0.0011715639578781692,1.942164884206245e-05,False,,0.0008766513615942525,True,0.7999999999999999,2,group,False,,0.002178190561647153,1,COMPLETE
89,0.22737186477644497,0.9394765539803708,2025-05-07 07:22:00.291958,2025-05-07 07:24:44.881816,0 days 00:02:44.589858,lamp,True,0.1,0.6,0.00880593137840017,0.995,,True,True,0.05,0.25,0.033194482460580335,0.00011140274369176929,0.0017827396637082385,False,,0.0215316246802468,False,0.7999999999999999,3,group,True,0.35000000000000003,0.0006467629165880778,1,COMPLETE
90,0.9566521264994546,0.9434750999636496,2025-05-07 07:24:44.904373,2025-05-07 07:27:23.582717,0 days 00:02:38.678344,fpgm,False,0.15000000000000002,0.5,0.0003216026150938328,0.99,batch,False,True,0.05,0.05,0.00043942902597610096,4.916068665830748e-05,1.942164884206245e-05,False,,6.297856613280895e-05,False,0.7,2,group,True,0.15000000000000002,0.013139435112809881,1,COMPLETE
91,0.9583787713558705,0.9440203562340966,2025-05-07 07:27:23.692918,2025-05-07 07:30:01.025561,0 days 00:02:37.332643,group,True,,0.8,0.007393784255397785,0.8,,,True,0.2,0.5,0.0005253209966076575,0.003390760788166217,0.00039917525675703245,False,,3.0033189816488443e-05,True,0.7999999999999999,3,bnscale,False,,0.0011217893447614392,1,COMPLETE
92,0.22846237731733918,0.8756815703380588,2025-05-07 07:30:01.048445,2025-05-07 07:32:52.805003,0 days 00:02:51.756558,fpgm,False,0.65,0.9,0.0056836247604793,0.8,,True,False,0.15000000000000002,,0.051777300437736824,1.243692845780976e-05,0.00082433356124805,False,,0.2536715541080339,False,0.7999999999999999,3,base,False,,0.4353284192797107,1,COMPLETE
93,0.7743547800799709,0.9302071973827699,2025-05-07 07:32:52.825936,2025-05-07 07:35:24.228021,0 days 00:02:31.402085,fpgm,False,,0.5,0.004644707882562093,0.8,,,True,0.3,0.0,0.15970420283807865,3.6530144644713746e-05,4.23373833180836e-05,True,0.35000000000000003,0.922301326259863,True,0.8999999999999999,3,base,False,,0.20075577826112373,1,COMPLETE
94,0.9487459105779718,0.9312977099236641,2025-05-07 07:35:24.250395,2025-05-07 07:37:50.310012,0 days 00:02:26.059617,lamp,False,,0.30000000000000004,0.0032198894775623986,0.8,,,False,0.15000000000000002,,0.0011383004824145559,0.007924418678376332,0.003033698331582024,False,,0.06648927245785241,True,0.8999999999999999,2,base,True,0.45,5.253460084264352e-05,1,COMPLETE
95,0.2719011268629589,0.940748818611414,2025-05-07 07:37:50.332434,2025-05-07 07:40:11.627635,0 days 00:02:21.295201,lamp,False,0.55,0.8,0.0006244323624493025,0.9,,False,True,0.1,0.4,0.03475312364792154,0.00026201051020526174,7.440577900128453e-05,True,0.2,0.36338111775616394,False,0.8999999999999999,3,bnscale,False,,0.0010511920782767315,1,COMPLETE
96,0.8901308615049074,0.8823155216284987,2025-05-07 07:40:11.651587,2025-05-07 07:42:34.350093,0 days 00:02:22.698506,fpgm,False,,0.5,0.00019164413071996454,0.99,,,True,0.05,0.15000000000000002,0.5345692338809658,3.6530144644713746e-05,4.23373833180836e-05,True,0.05,0.00027350494321933054,True,0.8999999999999999,1,bnscale,False,,0.20075577826112373,1,COMPLETE
97,0.9622864412940749,0.9440203562340966,2025-05-07 07:42:34.372860,2025-05-07 07:45:03.572470,0 days 00:02:29.199610,fpgm,False,,0.5,0.0020145801360438786,0.99,,,False,0.3,,5.7269765497412864e-05,0.005776622365612826,0.0012019538435195261,False,,0.00017993858901931673,True,0.7999999999999999,2,base,True,0.15000000000000002,1.063503336496911e-05,1,COMPLETE
98,0.9581970192657215,0.9449291166848419,2025-05-07 07:45:03.593774,2025-05-07 07:47:26.069461,0 days 00:02:22.475687,fpgm,False,0.5,0.4,0.0005314248900894629,0.9,layer,False,True,0.05,0.30000000000000004,0.00043942902597610096,0.0004652278177605297,1.1642743427609234e-05,True,0.4,0.00010685194027307096,False,0.7999999999999999,2,group,False,,0.000777337323058955,1,COMPLETE
99,0.9453834969102144,0.9433842239185751,2025-05-07 07:47:26.095684,2025-05-07 07:50:16.199135,0 days 00:02:50.103451,fpgm,True,0.4,0.4,0.0020246205276636653,0.995,batch,True,False,0.05,,0.025823165657464106,0.0004881920073898895,0.0001161209435541452,True,0.1,0.00013069958298220867,False,0.7,1,group,True,0.1,0.007223857989297222,1,COMPLETE
