number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,state
62,0.7826666666666667,2025-05-22 15:52:15.236472,2025-05-22 15:53:10.422599,0 days 00:00:55.186127,0.85,0.6323228385912764,COMPLETE
12,0.782,2025-05-22 15:06:46.435219,2025-05-22 15:07:38.822718,0 days 00:00:52.387499,0.9,0.6821883066194173,COMPLETE
92,0.7816666666666667,2025-05-22 16:19:23.601478,2025-05-22 16:20:17.001482,0 days 00:00:53.400004,0.8,0.9884483441716445,COMPLETE
82,0.7803333333333334,2025-05-22 16:10:24.754965,2025-05-22 16:11:21.865334,0 days 00:00:57.110369,0.85,0.7078161404145705,COMPLETE
11,0.7796666666666666,2025-05-22 15:05:50.171872,2025-05-22 15:06:46.396368,0 days 00:00:56.224496,0.9,0.8954407123722704,COMPLETE
53,0.7793333333333333,2025-05-22 15:44:01.753765,2025-05-22 15:44:57.022279,0 days 00:00:55.268514,0.85,0.9979779506251925,COMPLETE
95,0.7793333333333333,2025-05-22 16:22:03.552355,2025-05-22 16:23:04.296342,0 days 00:01:00.743987,0.75,0.7531182202346921,COMPLETE
60,0.7793333333333333,2025-05-22 15:50:33.684917,2025-05-22 15:51:24.476515,0 days 00:00:50.791598,0.75,0.3835338114836239,COMPLETE
33,0.7786666666666666,2025-05-22 15:25:53.487431,2025-05-22 15:26:48.918839,0 days 00:00:55.431408,0.8,0.730232890444263,COMPLETE
56,0.778,2025-05-22 15:46:43.178268,2025-05-22 15:47:42.045744,0 days 00:00:58.867476,0.85,0.9834767737302079,COMPLETE
34,0.778,2025-05-22 15:26:48.957615,2025-05-22 15:27:40.441799,0 days 00:00:51.484184,0.85,0.8528743261755116,COMPLETE
38,0.7776666666666667,2025-05-22 15:30:22.381802,2025-05-22 15:31:21.317665,0 days 00:00:58.935863,0.85,0.9895888931531593,COMPLETE
81,0.7773333333333333,2025-05-22 16:09:37.409299,2025-05-22 16:10:24.714671,0 days 00:00:47.305372,0.85,0.9519355180768183,COMPLETE
71,0.7773333333333333,2025-05-22 16:00:33.603024,2025-05-22 16:01:34.209819,0 days 00:01:00.606795,0.85,0.8302319092251792,COMPLETE
75,0.777,2025-05-22 16:04:07.843388,2025-05-22 16:04:59.952537,0 days 00:00:52.109149,0.85,0.5097142144388516,COMPLETE
83,0.7766666666666667,2025-05-22 16:11:21.906922,2025-05-22 16:12:18.613071,0 days 00:00:56.706149,0.9,0.4516557545348913,COMPLETE
42,0.7766666666666667,2025-05-22 15:34:08.750281,2025-05-22 15:35:00.500257,0 days 00:00:51.749976,0.85,0.4278891874002631,COMPLETE
13,0.7763333333333334,2025-05-22 15:07:38.862468,2025-05-22 15:08:39.499416,0 days 00:01:00.636948,0.9,0.9716192828554177,COMPLETE
51,0.7763333333333332,2025-05-22 15:42:17.913022,2025-05-22 15:43:09.654285,0 days 00:00:51.741263,0.85,0.5220487004953279,COMPLETE
87,0.7760000000000001,2025-05-22 16:14:51.014308,2025-05-22 16:15:43.566489,0 days 00:00:52.552181,0.8,0.7234110478590501,COMPLETE
41,0.7756666666666666,2025-05-22 15:33:10.501666,2025-05-22 15:34:08.710016,0 days 00:00:58.208350,0.85,0.9692969360668161,COMPLETE
61,0.7756666666666666,2025-05-22 15:51:24.520199,2025-05-22 15:52:15.197988,0 days 00:00:50.677789,0.75,0.31594086018611955,COMPLETE
91,0.7753333333333333,2025-05-22 16:18:29.330032,2025-05-22 16:19:23.562949,0 days 00:00:54.232917,0.85,0.9497649273880578,COMPLETE
96,0.775,2025-05-22 16:23:04.336720,2025-05-22 16:24:04.297880,0 days 00:00:59.961160,0.65,0.724058715368554,COMPLETE
47,0.7746666666666666,2025-05-22 15:38:33.092481,2025-05-22 15:39:29.936824,0 days 00:00:56.844343,0.8,0.941364605025193,COMPLETE
27,0.7746666666666666,2025-05-22 15:20:30.619444,2025-05-22 15:21:22.978943,0 days 00:00:52.359499,0.65,0.0900529775246278,COMPLETE
84,0.7743333333333333,2025-05-22 16:12:18.652961,2025-05-22 16:13:10.762777,0 days 00:00:52.109816,0.8,0.22956300965150545,COMPLETE
68,0.7743333333333333,2025-05-22 15:57:50.920495,2025-05-22 15:58:49.963921,0 days 00:00:59.043426,0.55,0.598430114528577,COMPLETE
30,0.774,2025-05-22 15:23:15.268323,2025-05-22 15:24:09.011159,0 days 00:00:53.742836,0.5,0.4066146461535464,COMPLETE
85,0.774,2025-05-22 16:13:10.800481,2025-05-22 16:14:02.180496,0 days 00:00:51.380015,0.85,0.6429009409763523,COMPLETE
74,0.7736666666666667,2025-05-22 16:03:15.834580,2025-05-22 16:04:07.802000,0 days 00:00:51.967420,0.9,0.28253912254405655,COMPLETE
22,0.7736666666666667,2025-05-22 15:16:00.895062,2025-05-22 15:16:57.972346,0 days 00:00:57.077284,0.8,0.8849802216918383,COMPLETE
59,0.7733333333333334,2025-05-22 15:49:34.853562,2025-05-22 15:50:33.643109,0 days 00:00:58.789547,0.65,0.6320294110143759,COMPLETE
7,0.773,2025-05-22 15:02:09.893557,2025-05-22 15:03:02.457129,0 days 00:00:52.563572,0.85,0.0022008489961811016,COMPLETE
86,0.773,2025-05-22 16:14:02.220888,2025-05-22 16:14:50.973240,0 days 00:00:48.752352,0.9,0.18324128778305016,COMPLETE
77,0.773,2025-05-22 16:05:53.203537,2025-05-22 16:06:50.346708,0 days 00:00:57.143171,0.45000000000000007,0.6598849946064783,COMPLETE
99,0.773,2025-05-22 16:25:50.981169,2025-05-22 16:26:46.398158,0 days 00:00:55.416989,0.8,0.5394315596389672,COMPLETE
73,0.7726666666666667,2025-05-22 16:02:25.219372,2025-05-22 16:03:15.793791,0 days 00:00:50.574419,0.8,0.9879051800636441,COMPLETE
19,0.7726666666666667,2025-05-22 15:13:14.885091,2025-05-22 15:14:06.617393,0 days 00:00:51.732302,0.8,0.2460604055597545,COMPLETE
24,0.7726666666666667,2025-05-22 15:17:48.580203,2025-05-22 15:18:43.112562,0 days 00:00:54.532359,0.85,0.15797136154629832,COMPLETE
55,0.7726666666666667,2025-05-22 15:45:50.879599,2025-05-22 15:46:43.139079,0 days 00:00:52.259480,0.7000000000000001,0.21939371168998226,COMPLETE
90,0.7726666666666667,2025-05-22 16:17:29.862524,2025-05-22 16:18:29.289531,0 days 00:00:59.427007,0.75,0.7219855597559055,COMPLETE
93,0.7726666666666667,2025-05-22 16:20:17.042767,2025-05-22 16:21:13.193683,0 days 00:00:56.150916,0.8,0.4855269741097257,COMPLETE
63,0.7726666666666667,2025-05-22 15:53:10.465554,2025-05-22 15:54:08.880422,0 days 00:00:58.414868,0.9,0.6355953617365591,COMPLETE
46,0.7723333333333334,2025-05-22 15:37:36.165652,2025-05-22 15:38:33.053856,0 days 00:00:56.888204,0.85,0.052795229337980816,COMPLETE
94,0.7723333333333334,2025-05-22 16:21:13.232885,2025-05-22 16:22:03.512931,0 days 00:00:50.280046,0.7000000000000001,0.3750540436301219,COMPLETE
36,0.7723333333333334,2025-05-22 15:28:29.761595,2025-05-22 15:29:25.124712,0 days 00:00:55.363117,0.75,0.33695384740899076,COMPLETE
26,0.7720000000000001,2025-05-22 15:19:37.386402,2025-05-22 15:20:30.577566,0 days 00:00:53.191164,0.75,0.4180766598065864,COMPLETE
44,0.7719999999999999,2025-05-22 15:35:57.521583,2025-05-22 15:36:47.872944,0 days 00:00:50.351361,0.9,0.5395931917483408,COMPLETE
35,0.7719999999999999,2025-05-22 15:27:40.479573,2025-05-22 15:28:29.720120,0 days 00:00:49.240547,0.8,0.46822836488343694,COMPLETE
65,0.7716666666666666,2025-05-22 15:55:05.877728,2025-05-22 15:56:02.360987,0 days 00:00:56.483259,0.75,0.35914457828491625,COMPLETE
88,0.7713333333333333,2025-05-22 16:15:43.607018,2025-05-22 16:16:33.567684,0 days 00:00:49.960666,0.85,0.4592362431612283,COMPLETE
14,0.7713333333333333,2025-05-22 15:08:39.538183,2025-05-22 15:09:38.482227,0 days 00:00:58.944044,0.7000000000000001,0.03925139922932484,COMPLETE
16,0.7713333333333333,2025-05-22 15:10:30.947448,2025-05-22 15:11:25.202400,0 days 00:00:54.254952,0.7000000000000001,0.22422556793251797,COMPLETE
57,0.771,2025-05-22 15:47:42.083707,2025-05-22 15:48:37.470399,0 days 00:00:55.386692,0.9,0.0006286406359785707,COMPLETE
21,0.7706666666666667,2025-05-22 15:15:04.330504,2025-05-22 15:16:00.843080,0 days 00:00:56.512576,0.9,0.6182393412723152,COMPLETE
58,0.77,2025-05-22 15:48:37.510080,2025-05-22 15:49:34.814918,0 days 00:00:57.304838,0.8,0.18270794708171426,COMPLETE
52,0.77,2025-05-22 15:43:09.696114,2025-05-22 15:44:01.715301,0 days 00:00:52.019187,0.8,0.2915408182786381,COMPLETE
89,0.77,2025-05-22 16:16:33.606521,2025-05-22 16:17:29.822311,0 days 00:00:56.215790,0.9,0.3081784823081997,COMPLETE
10,0.77,2025-05-22 15:04:50.838540,2025-05-22 15:05:50.133609,0 days 00:00:59.295069,0.6,0.7513749008867093,COMPLETE
39,0.77,2025-05-22 15:31:21.356593,2025-05-22 15:32:18.386528,0 days 00:00:57.029935,0.75,0.01057704394520819,COMPLETE
67,0.7696666666666667,2025-05-22 15:56:56.349770,2025-05-22 15:57:50.881598,0 days 00:00:54.531828,0.9,0.20558026393688766,COMPLETE
72,0.7696666666666667,2025-05-22 16:01:34.249458,2025-05-22 16:02:25.180722,0 days 00:00:50.931264,0.85,0.413397563243279,COMPLETE
66,0.7690000000000001,2025-05-22 15:56:02.404092,2025-05-22 15:56:56.308942,0 days 00:00:53.904850,0.85,0.003095556615227791,COMPLETE
20,0.7683333333333332,2025-05-22 15:14:06.655939,2025-05-22 15:15:04.248672,0 days 00:00:57.592733,0.9,0.00038888172539015175,COMPLETE
37,0.7680000000000001,2025-05-22 15:29:25.165362,2025-05-22 15:30:22.343515,0 days 00:00:57.178153,0.85,0.00014402301146018413,COMPLETE
18,0.7679999999999999,2025-05-22 15:12:19.708308,2025-05-22 15:13:14.845947,0 days 00:00:55.137639,0.6,0.01718758685668221,COMPLETE
15,0.7676666666666666,2025-05-22 15:09:38.521448,2025-05-22 15:10:30.907206,0 days 00:00:52.385758,0.9,0.0790643977838299,COMPLETE
79,0.7676666666666666,2025-05-22 16:07:48.752086,2025-05-22 16:08:41.742038,0 days 00:00:52.989952,0.85,0.07888079491231746,COMPLETE
78,0.7676666666666666,2025-05-22 16:06:50.385523,2025-05-22 16:07:48.712474,0 days 00:00:58.326951,0.8,0.34758150183820585,COMPLETE
54,0.7676666666666666,2025-05-22 15:44:57.062179,2025-05-22 15:45:50.838010,0 days 00:00:53.775831,0.9,0.6703890236704193,COMPLETE
64,0.7673333333333333,2025-05-22 15:54:08.919280,2025-05-22 15:55:05.835699,0 days 00:00:56.916419,0.8,0.11138123854987683,COMPLETE
98,0.767,2025-05-22 16:24:54.064266,2025-05-22 16:25:50.937097,0 days 00:00:56.872831,0.15000000000000002,0.14528754790120035,COMPLETE
25,0.767,2025-05-22 15:18:43.151850,2025-05-22 15:19:37.343797,0 days 00:00:54.191947,0.9,0.018582714255212976,COMPLETE
45,0.7666666666666666,2025-05-22 15:36:47.914862,2025-05-22 15:37:36.126414,0 days 00:00:48.211552,0.75,0.11354132153935055,COMPLETE
76,0.766,2025-05-22 16:04:59.991604,2025-05-22 16:05:53.159049,0 days 00:00:53.167445,0.9,0.13038247210203366,COMPLETE
23,0.7656666666666667,2025-05-22 15:16:58.011568,2025-05-22 15:17:48.540947,0 days 00:00:50.529379,0.7000000000000001,0.21468967301717493,COMPLETE
