number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,state
41,0.7919999999999999,2025-05-22 03:11:12.654628,2025-05-22 03:11:52.788208,0 days 00:00:40.133580,0.55,0.48299301510015913,COMPLETE
96,0.7913333333333333,2025-05-22 03:47:03.213385,2025-05-22 03:47:41.513774,0 days 00:00:38.300389,0.75,0.5507188792453178,COMPLETE
23,0.789,2025-05-22 02:59:27.592849,2025-05-22 03:00:07.786148,0 days 00:00:40.193299,0.75,0.6280144260645651,COMPLETE
79,0.789,2025-05-22 03:36:04.945880,2025-05-22 03:36:40.632808,0 days 00:00:35.686928,0.6,0.7624155226151739,COMPLETE
59,0.789,2025-05-22 03:23:14.385734,2025-05-22 03:23:52.916621,0 days 00:00:38.530887,0.5,0.5850796942504891,COMPLETE
89,0.7879999999999999,2025-05-22 03:42:28.833554,2025-05-22 03:43:10.028180,0 days 00:00:41.194626,0.7000000000000001,0.39252722433487586,COMPLETE
72,0.7876666666666666,2025-05-22 03:31:41.007246,2025-05-22 03:32:22.081339,0 days 00:00:41.074093,0.65,0.7497501051976323,COMPLETE
55,0.7873333333333333,2025-05-22 03:20:28.438687,2025-05-22 03:21:13.920098,0 days 00:00:45.481411,0.65,0.5674651109165291,COMPLETE
14,0.7863333333333333,2025-05-22 02:53:27.550330,2025-05-22 02:54:09.985926,0 days 00:00:42.435596,0.6,0.9116239435962931,COMPLETE
2,0.7863333333333333,2025-05-22 02:45:12.365395,2025-05-22 02:45:51.369020,0 days 00:00:39.003625,0.55,0.42886399639128425,COMPLETE
97,0.786,2025-05-22 03:47:41.553331,2025-05-22 03:48:17.869138,0 days 00:00:36.315807,0.75,0.7398261597252713,COMPLETE
80,0.7853333333333333,2025-05-22 03:36:40.676164,2025-05-22 03:37:19.976099,0 days 00:00:39.299935,0.45000000000000007,0.7135175810587233,COMPLETE
53,0.7853333333333333,2025-05-22 03:19:12.204019,2025-05-22 03:19:52.072657,0 days 00:00:39.868638,0.6,0.5306900513905722,COMPLETE
88,0.785,2025-05-22 03:41:49.709832,2025-05-22 03:42:28.792950,0 days 00:00:39.083118,0.75,0.769544500465399,COMPLETE
10,0.785,2025-05-22 02:50:44.554269,2025-05-22 02:51:28.483323,0 days 00:00:43.929054,0.7000000000000001,0.5969946531928169,COMPLETE
35,0.785,2025-05-22 03:07:15.880210,2025-05-22 03:07:53.712006,0 days 00:00:37.831796,0.55,0.4099999126845168,COMPLETE
91,0.7843333333333332,2025-05-22 03:43:45.858117,2025-05-22 03:44:26.258827,0 days 00:00:40.400710,0.7000000000000001,0.47296686417169065,COMPLETE
81,0.7840000000000001,2025-05-22 03:37:20.017142,2025-05-22 03:37:57.954643,0 days 00:00:37.937501,0.6,0.4695741950788959,COMPLETE
86,0.7840000000000001,2025-05-22 03:40:35.082177,2025-05-22 03:41:11.467311,0 days 00:00:36.385134,0.65,0.46895172225141935,COMPLETE
76,0.7836666666666666,2025-05-22 03:34:14.044620,2025-05-22 03:34:52.764044,0 days 00:00:38.719424,0.65,0.4305717133389949,COMPLETE
66,0.7833333333333333,2025-05-22 03:27:51.956569,2025-05-22 03:28:33.092971,0 days 00:00:41.136402,0.7000000000000001,0.21784355999872665,COMPLETE
25,0.783,2025-05-22 03:00:44.603205,2025-05-22 03:01:21.254513,0 days 00:00:36.651308,0.5,0.18360333063709441,COMPLETE
63,0.783,2025-05-22 03:25:52.821285,2025-05-22 03:26:31.367626,0 days 00:00:38.546341,0.5,0.33151243345759834,COMPLETE
