number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
20,0.945751634,09:04.7,11:04.9,0 days 00:02:00.183273,0.6,6,lamp,layer,1,bnscale,FALSE,COMPLETE
49,0.945533769,34:43.8,38:06.7,0 days 00:03:22.951404,0.8,8,fpgm,batch,1,group,FALSE,COMPLETE
68,0.945098039,58:37.9,01:58.7,0 days 00:03:20.824662,0.8,9,fpgm,batch,1,bnscale,FALSE,COMPLETE
33,0.944880174,41:55.4,43:57.7,0 days 00:02:02.333992,0.7,8,lamp,batch,1,bnscale,FALSE,COMPLETE
40,0.944008715,02:36.0,07:36.0,0 days 00:05:00.000678,0.8,9,group,batch,4,group,FALSE,COMPLETE
55,0.94379085,00:00.9,03:19.6,0 days 00:03:18.675392,0.7,8,lamp,batch,1,bnscale,FALSE,COMPLETE
25,0.942701525,21:42.1,23:42.7,0 days 00:02:00.583304,0.6,7,lamp,layer,1,base,FALSE,COMPLETE
50,0.942701525,38:06.8,42:49.9,0 days 00:04:43.136929,0.3,9,lamp,,2,bnscale,FALSE,COMPLETE
98,0.942701525,42:57.9,46:27.6,0 days 00:03:29.748897,0.7,9,fpgm,batch,1,group,TRUE,COMPLETE
87,0.942265795,48:55.3,53:09.0,0 days 00:04:13.669347,0.7,9,fpgm,batch,1,bnscale,FALSE,COMPLETE
78,0.940522876,57:33.4,01:24.2,0 days 00:03:50.763544,0.8,9,fpgm,,1,bnscale,TRUE,COMPLETE
37,0.939215686,53:45.9,55:46.8,0 days 00:02:00.930404,0,8,lamp,batch,1,bnscale,FALSE,COMPLETE
39,0.938779956,58:14.7,02:36.0,0 days 00:04:21.335750,0.7,8,lamp,batch,5,bnscale,FALSE,COMPLETE
45,0.938779956,18:26.4,21:12.2,0 days 00:02:45.842469,0.5,8,lamp,batch,1,group,FALSE,COMPLETE
7,0.937690632,27:40.5,32:17.6,0 days 00:04:37.090242,0.3,8,fpgm,,6,base,TRUE,COMPLETE
22,0.935294118,13:29.7,16:19.9,0 days 00:02:50.204968,0.8,6,lamp,layer,3,base,FALSE,COMPLETE
95,0.934204793,24:52.1,33:06.3,0 days 00:08:14.142400,0.8,9,fpgm,batch,5,bnscale,FALSE,COMPLETE
35,0.9291939,46:34.0,50:54.6,0 days 00:04:20.611263,0.8,8,lamp,batch,5,bnscale,FALSE,COMPLETE
2,0.922004357,10:19.8,14:08.4,0 days 00:03:48.601665,0,7,lamp,batch,5,bnscale,FALSE,COMPLETE
58,0.918518519,11:48.4,15:01.7,0 days 00:03:13.318852,0.6,7,lamp,,1,group,FALSE,COMPLETE
77,0.906318083,44:51.7,57:33.4,0 days 00:12:41.753173,0.8,9,fpgm,batch,6,bnscale,TRUE,COMPLETE
8,0.893681917,32:17.7,34:16.3,0 days 00:01:58.639290,0.7,6,group,,1,base,FALSE,COMPLETE
5,0.855991285,19:41.2,23:34.6,0 days 00:03:53.393372,0.7,6,lamp,,6,bnscale,TRUE,COMPLETE
