number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
22,0.919907912,53:26.4,01:08.2,0 days 00:07:41.796594,0.8,7,fpgm,layer,3,bnscale,TRUE,COMPLETE
30,0.919907912,46:57.5,53:16.6,0 days 00:06:19.146108,0.6,7,group,batch,2,bnscale,FALSE,COMPLETE
21,0.919786744,45:10.4,53:26.3,0 days 00:08:15.995351,0.8,7,fpgm,layer,3,bnscale,TRUE,COMPLETE
111,0.919786744,50:25.7,55:03.5,0 days 00:04:37.716893,0.6,8,group,layer,2,group,FALSE,COMPLETE
27,0.91942324,28:23.9,34:55.0,0 days 00:06:31.092658,0.6,7,fpgm,layer,2,bnscale,TRUE,COMPLETE
16,0.918332727,05:46.1,14:44.0,0 days 00:08:57.971811,0.8,7,fpgm,layer,3,base,TRUE,COMPLETE
12,0.917121047,25:01.7,35:07.6,0 days 00:10:05.854384,0.5,8,fpgm,layer,3,base,TRUE,COMPLETE
107,0.916757543,25:08.4,32:41.6,0 days 00:07:33.140797,0.6,8,group,batch,5,group,FALSE,COMPLETE
160,0.916636375,27:05.8,33:43.6,0 days 00:06:37.713633,0.8,8,lamp,layer,4,group,FALSE,COMPLETE
11,0.916394039,12:34.8,25:01.7,0 days 00:12:26.889960,0.5,8,fpgm,layer,4,base,TRUE,COMPLETE
13,0.916394039,35:07.6,45:03.3,0 days 00:09:55.718765,0.5,8,fpgm,layer,3,base,TRUE,COMPLETE
10,0.916030534,00:08.6,12:34.8,0 days 00:12:26.233039,0.5,8,fpgm,layer,4,base,TRUE,COMPLETE
116,0.913849509,17:32.1,23:07.2,0 days 00:05:35.142971,0.4,8,group,batch,3,base,FALSE,COMPLETE
14,0.913243669,45:03.3,57:46.9,0 days 00:12:43.555493,0.6,8,fpgm,layer,5,base,TRUE,COMPLETE
129,0.912637829,31:01.3,36:41.9,0 days 00:05:40.577486,0.3,8,group,batch,3,group,FALSE,COMPLETE
7,0.910093299,23:04.5,41:18.4,0 days 00:18:13.891972,0.4,9,fpgm,layer,4,base,TRUE,COMPLETE
90,0.909850963,36:29.8,48:20.3,0 days 00:11:50.511107,0.6,8,lamp,batch,6,base,FALSE,COMPLETE
5,0.909729795,51:43.3,10:35.7,0 days 00:18:52.322816,0.2,8,lamp,batch,6,group,FALSE,COMPLETE
20,0.909245123,37:07.8,45:10.3,0 days 00:08:02.572156,0.7,6,lamp,layer,3,bnscale,TRUE,COMPLETE
15,0.908396947,57:46.9,05:46.1,0 days 00:07:59.148426,0.4,8,fpgm,layer,2,base,TRUE,COMPLETE
66,0.907791106,18:51.7,26:35.6,0 days 00:07:43.877661,0.7,8,group,,3,group,FALSE,COMPLETE
114,0.907791106,06:18.9,11:56.8,0 days 00:05:37.817678,0.2,8,group,batch,3,base,FALSE,COMPLETE
78,0.90754877,58:09.0,05:48.8,0 days 00:07:39.840297,0.6,8,group,,3,base,FALSE,COMPLETE
2,0.906821762,12:25.6,22:03.7,0 days 00:09:38.115875,0.2,6,group,batch,3,base,FALSE,COMPLETE
6,0.905004241,10:35.7,23:04.5,0 days 00:12:28.810328,0.1,7,lamp,batch,6,base,TRUE,COMPLETE
44,0.905004241,13:47.4,19:03.1,0 days 00:05:15.668811,0.8,7,group,batch,1,group,FALSE,COMPLETE
119,0.904277233,34:23.0,40:00.3,0 days 00:05:37.279636,0.7,8,group,,3,base,TRUE,COMPLETE
57,0.904156064,09:02.2,16:21.4,0 days 00:07:19.175955,0.3,8,group,,3,group,FALSE,COMPLETE
34,0.903065552,10:37.7,16:05.3,0 days 00:05:27.658915,0.8,7,group,batch,1,bnscale,FALSE,COMPLETE
25,0.90258088,15:42.3,21:33.4,0 days 00:05:51.082197,0.6,6,fpgm,layer,1,bnscale,TRUE,COMPLETE
87,0.901611535,09:30.7,17:13.5,0 days 00:07:42.836554,0.1,8,group,batch,3,base,FALSE,COMPLETE
38,0.901126863,33:50.1,39:03.9,0 days 00:05:13.848446,0.3,7,group,batch,1,group,FALSE,COMPLETE
17,0.901005695,14:44.1,21:20.3,0 days 00:06:36.213812,0.8,7,fpgm,layer,1,base,TRUE,COMPLETE
