number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr_power,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay_power,params_mpp,params_mpp_lr_power,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay_power,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,system_attrs_NSGAIISampler:generation,state
49,0.748333333,19.362491,41:26.5,42:24.2,0 days 00:00:57.730073,,,0.1,0.05,3,0.99,batch,TRUE,FALSE,0.2,,4,FALSE,,,,,,,,,FALSE,,0,COMPLETE
94,0.747,14.4149073,22:17.4,23:00.9,0 days 00:00:43.451172,lamp,TRUE,0.5,0.3,4,0.99,,TRUE,TRUE,0.2,0.35,4,TRUE,4,FALSE,,3,FALSE,0.7,5,group,TRUE,0.05,1,COMPLETE
10,0.746333333,18.43819341,07:06.3,08:04.4,0 days 00:00:58.128227,,,0.8,0.3,4,0.995,,FALSE,TRUE,0.2,0.05,3,FALSE,,,,,,,,,TRUE,0.4,0,COMPLETE
63,0.746333333,15.13358447,54:30.5,55:15.6,0 days 00:00:45.097505,group,TRUE,0.5,0.15,3,0.995,,TRUE,FALSE,0.15,,4,TRUE,3,TRUE,0.4,2,FALSE,0.75,1,base,FALSE,,1,COMPLETE
37,0.745333333,14.65530461,31:21.1,32:05.8,0 days 00:00:44.688813,group,FALSE,0.35,0.8,3,0.9,batch,TRUE,FALSE,0.05,,0,TRUE,2,TRUE,0.25,2,FALSE,0.65,5,base,FALSE,,0,COMPLETE
75,0.745,19.42107531,05:32.1,06:29.9,0 days 00:00:57.836812,,,0.6,0.25,4,0.995,layer,FALSE,FALSE,0.2,,0,FALSE,,,,,,,,,TRUE,0.1,1,COMPLETE
36,0.737666667,14.60998774,30:37.0,31:21.1,0 days 00:00:44.126942,lamp,TRUE,,0.15,5,0.99,,,TRUE,0.1,0.4,4,TRUE,3,TRUE,0.4,0,TRUE,0.9,5,bnscale,FALSE,,0,COMPLETE
56,0.736666667,18.79148089,47:45.2,48:41.8,0 days 00:00:56.595131,fpgm,FALSE,,0.6,5,0.995,,,TRUE,0.25,0.25,2,TRUE,4,FALSE,,1,TRUE,0.6,4,group,FALSE,,1,COMPLETE
71,0.735666667,19.11165851,01:51.8,02:48.7,0 days 00:00:56.914206,,,0.1,0.05,4,0.9,batch,FALSE,TRUE,0.25,0.35,4,FALSE,,,,,,,,,FALSE,,1,COMPLETE
14,0.734666667,18.7073129,10:39.7,11:36.5,0 days 00:00:56.761704,,,0.1,0.5,5,0.99,batch,FALSE,FALSE,0.15,,1,FALSE,,,,,,,,,TRUE,0.35,0,COMPLETE
41,0.722666667,16.30208781,34:50.0,35:39.2,0 days 00:00:49.231944,group,TRUE,0.45,0,6,0.995,layer,FALSE,TRUE,0.25,0,2,TRUE,4,TRUE,0,4,FALSE,0.55,4,group,FALSE,,0,COMPLETE
2,0.720666667,16.7711556,00:09.5,01:00.5,0 days 00:00:51.016949,fpgm,TRUE,0.2,0.1,5,0.9,layer,FALSE,TRUE,0,0.1,1,TRUE,4,FALSE,,5,FALSE,0.5,2,group,FALSE,,0,COMPLETE
82,0.713333333,18.70563141,11:33.8,12:30.0,0 days 00:00:56.209071,,,0.7,0.9,4,0.9,batch,FALSE,FALSE,0,,0,FALSE,,,,,,,,,FALSE,,1,COMPLETE
89,0.709333333,14.39190766,18:00.7,18:44.1,0 days 00:00:43.357924,lamp,FALSE,0.8,0.15,5,0.99,layer,FALSE,TRUE,0.25,0.25,2,TRUE,3,TRUE,0.45,1,FALSE,0.85,1,group,FALSE,,1,COMPLETE
30,0.691,19.05248874,25:07.0,26:04.4,0 days 00:00:57.389212,,,0.15,0.4,4,0.99,,TRUE,FALSE,0.25,,2,FALSE,,,,,,,,,FALSE,,0,COMPLETE
25,0.678666667,15.96418379,20:30.7,21:19.3,0 days 00:00:48.630573,fpgm,FALSE,0.7,0.45,6,0.995,batch,FALSE,TRUE,0.1,0.35,1,TRUE,4,TRUE,0.4,3,FALSE,0.5,4,bnscale,TRUE,0.25,0,COMPLETE
6,0.645,13.34786317,03:48.2,04:29.0,0 days 00:00:40.754828,lamp,FALSE,0.45,0.6,5,0.9,,FALSE,TRUE,0,0.15,5,TRUE,4,FALSE,,2,FALSE,0.9,1,bnscale,TRUE,0.05,0,COMPLETE
78,0.644,15.28424622,08:08.1,08:53.6,0 days 00:00:45.464638,group,TRUE,,0,5,0.9,,,FALSE,0.05,,2,TRUE,2,TRUE,0.15,3,TRUE,0.85,3,group,TRUE,0.15,1,COMPLETE
65,0.580333333,19.5650521,56:14.0,57:12.8,0 days 00:00:58.841553,,,0.45,0.6,5,0.99,layer,TRUE,TRUE,0,0.35,0,FALSE,,,,,,,,,FALSE,,1,COMPLETE
66,0.562333333,18.82492065,57:12.8,58:08.9,0 days 00:00:56.081597,,,0.55,0.25,4,0.995,,FALSE,TRUE,0.25,0,2,FALSE,,,,,,,,,FALSE,,1,COMPLETE
29,0.554333333,16.76861207,24:16.0,25:07.0,0 days 00:00:50.994627,lamp,TRUE,,0.55,4,0.995,,,TRUE,0.25,0.35,0,TRUE,3,FALSE,,0,TRUE,0.75,1,bnscale,TRUE,0.4,0,COMPLETE
17,0.545,19.23683992,13:20.6,14:18.6,0 days 00:00:57.958694,,,0.7,0.35,5,0.99,layer,FALSE,TRUE,0.3,0.05,0,FALSE,,,,,,,,,TRUE,0.2,0,COMPLETE
58,0.520333333,18.79271282,49:35.7,50:31.7,0 days 00:00:56.037693,,,0.8,0.3,5,0.995,,FALSE,TRUE,0.2,0.2,4,FALSE,,,,,,,,,TRUE,0.5,1,COMPLETE
