number,values_0,values_1,datetime_start,datetime_complete,duration,params_imp_type,params_isomorphic,params_kd_dropout,params_kd_lamb,params_kd_lr,params_kd_momentum,params_kd_norm,params_kd_residual,params_kd_scheduler,params_kd_smoothing,params_kd_warnup,params_kd_weight_decay,params_lr,params_mpp_lr,params_mpp_scheduler,params_mpp_warnup,params_mpp_weight_decay,params_prune_mlp,params_prune_rate,params_prune_step,params_prune_type,params_scheduler,params_warnup,params_weight_decay,system_attrs_NSGAIISampler:generation,state
47,0.670665213,0.607657821,33:10.9,35:37.1,0 days 00:02:26.195374,fpgm,TRUE,0.1,0.4,0.001209414,0.9,,TRUE,TRUE,0.2,0.15,4.18E-05,0.003642933,0.000183074,FALSE,,0.130541835,FALSE,0.8,1,base,TRUE,0.2,0.059007121,0,COMPLETE
54,0.670301708,0.905004241,51:33.7,54:07.0,0 days 00:02:33.292953,fpgm,FALSE,,0.5,1.59E-05,0.9,,,TRUE,0,0.2,0.037326037,7.25E-05,0.000407964,FALSE,,0.701893261,TRUE,0.9,1,group,FALSE,,1.18E-05,1,COMPLETE
6,0.658427239,0.6927178,52:18.7,55:06.4,0 days 00:02:47.634952,lamp,FALSE,,0.9,1.36E-05,0.99,,,TRUE,0.25,0.35,0.206919508,4.16E-05,8.98E-05,FALSE,,0.010632516,TRUE,0.8,2,base,TRUE,0.35,0.070165396,0,COMPLETE
64,0.647764449,0.934205743,17:41.1,20:10.1,0 days 00:02:29.014069,group,TRUE,0.4,0.3,0.008160841,0.99,batch,FALSE,FALSE,0.25,,0.000297212,0.000841019,0.000123414,TRUE,0.15,0.002031976,FALSE,0.7,1,base,FALSE,,9.24E-05,1,COMPLETE
2,0.611777535,0.824790985,41:09.9,43:47.2,0 days 00:02:37.208788,fpgm,FALSE,,0.6,0.000128825,0.99,,,TRUE,0.15,0.05,0.014100435,0.007697556,0.001624432,FALSE,,0.590019413,TRUE,0.9,3,group,TRUE,0.3,7.36E-05,0,COMPLETE
97,0.600993578,0.934569248,37:39.9,40:28.6,0 days 00:02:48.681583,lamp,FALSE,,0.5,1.36E-05,0.99,,,TRUE,0.25,0.45,0.206919508,0.000539594,1.06E-05,TRUE,0.5,0.000123322,TRUE,0.8,2,base,TRUE,0,0.000129683,1,COMPLETE
29,0.597964377,0.547558464,50:33.3,52:36.6,0 days 00:02:03.273541,group,FALSE,0.65,0.6,4.48E-05,0.9,batch,FALSE,FALSE,0.25,,0.137445759,2.07E-05,0.000226229,TRUE,0.3,0.000569331,FALSE,0.9,2,bnscale,FALSE,,0.251149134,0,COMPLETE
43,0.580395008,0.687265237,23:45.4,25:50.7,0 days 00:02:05.284509,fpgm,TRUE,0.15,0.5,0.005610349,0.8,batch,FALSE,FALSE,0,,0.050719031,2.96E-05,0.009884673,TRUE,0.3,0.063451398,FALSE,0.9,1,group,TRUE,0.2,0.017270137,0,COMPLETE
52,0.574578941,0.828426027,45:58.4,48:45.4,0 days 00:02:46.932290,fpgm,TRUE,,0.4,0.000285483,0.99,,,TRUE,0,0.25,0.014100435,0.000362617,0.001624432,FALSE,,0.590019413,TRUE,0.9,3,bnscale,TRUE,0.45,7.36E-05,1,COMPLETE
41,0.540651884,0.910214467,18:55.1,20:57.7,0 days 00:02:02.606055,fpgm,FALSE,0.25,0.5,0.000310678,0.9,layer,FALSE,FALSE,0,,0.14087198,7.25E-05,0.000407964,FALSE,,0.701893261,FALSE,0.9,1,bnscale,FALSE,,1.18E-05,0,COMPLETE
10,0.532533624,0.386768448,02:18.2,04:39.8,0 days 00:02:21.573844,lamp,FALSE,0.1,0.1,0.001493739,0.99,batch,FALSE,TRUE,0.15,0.25,0.000766405,0.001853583,0.002314118,FALSE,,0.018391083,FALSE,0.8,2,group,TRUE,0.2,0.109062864,0,COMPLETE
46,0.511086877,0.928268508,30:38.2,33:10.9,0 days 00:02:32.694400,fpgm,FALSE,,0.3,0.001275318,0.99,,,FALSE,0,,0.073451309,0.000680642,4.24E-05,TRUE,0.05,0.05534995,TRUE,0.9,1,bnscale,TRUE,0.35,1.75E-05,0,COMPLETE
33,0.503937962,0.867442142,59:01.3,00:57.9,0 days 00:01:56.585948,group,FALSE,0.25,0.2,5.44E-05,0.9,batch,FALSE,FALSE,0,,0.265799805,0.002545256,2.44E-05,TRUE,0,0.001529936,FALSE,0.9,2,base,FALSE,,0.0014205,0,COMPLETE
68,0.499575912,0.938325457,27:12.7,29:37.4,0 days 00:02:24.769749,fpgm,FALSE,0.1,0.4,0.000228088,0.995,,FALSE,FALSE,0.05,,0.000297212,0.000701189,0.000123414,TRUE,0.35,0.000235424,FALSE,0.7,1,bnscale,FALSE,,9.24E-05,1,COMPLETE
74,0.489276627,0.926450988,42:28.1,44:36.4,0 days 00:02:08.269866,fpgm,FALSE,,0.3,0.001275318,0.99,,,FALSE,0,,0.073451309,0.000680642,4.24E-05,TRUE,0.2,0.05534995,TRUE,0.9,1,bnscale,TRUE,0.35,1.75E-05,1,COMPLETE
93,0.475705804,0.442263419,28:01.9,30:33.8,0 days 00:02:31.925685,lamp,FALSE,0.4,0.3,0.000423609,0.995,,FALSE,TRUE,0.25,0,6.76E-05,0.001834181,0.001069201,TRUE,0.25,0.000642537,FALSE,0.8,3,base,FALSE,,0.109010429,1,COMPLETE
65,0.439234218,0.75330183,20:10.1,22:25.5,0 days 00:02:15.396309,group,TRUE,0.4,0.2,0.000243713,0.99,batch,TRUE,FALSE,0.25,,0.371130025,0.000244191,0.006234407,TRUE,0.45,0.00901854,FALSE,0.9,3,group,FALSE,,0.002899375,1,COMPLETE
44,0.389918817,0.906700594,25:50.7,28:28.8,0 days 00:02:38.065245,fpgm,FALSE,0.55,0.6,0.00027027,0.8,,TRUE,TRUE,0.15,0.4,0.00112628,3.45E-05,4.11E-05,FALSE,,0.000312154,FALSE,0.8,3,group,FALSE,,0.000546692,0,COMPLETE
27,0.387495456,0.428207924,45:05.4,47:33.0,0 days 00:02:27.660689,fpgm,TRUE,0.75,0.6,2.14E-05,0.995,batch,TRUE,FALSE,0.3,,0.611423423,1.43E-05,0.002215476,FALSE,,0.015148343,FALSE,0.8,3,base,FALSE,,0.221503267,0,COMPLETE
69,0.386768448,0.935902096,29:37.5,32:18.1,0 days 00:02:40.682642,lamp,TRUE,0.3,0.5,0.00064501,0.9,,TRUE,FALSE,0.25,,0.002833076,0.000347301,4.77E-05,TRUE,0.4,0.013799079,FALSE,0.7,3,group,FALSE,,5.32E-05,1,COMPLETE
7,0.385556767,0.754877014,55:06.4,57:14.7,0 days 00:02:08.278487,fpgm,TRUE,0.8,0.3,4.43E-05,0.8,,FALSE,TRUE,0.25,0.05,0.006072087,1.43E-05,5.89E-05,TRUE,0.3,6.73E-05,FALSE,0.9,2,base,FALSE,,0.00029951,0,COMPLETE
14,0.385314431,0.464316006,12:32.7,14:58.3,0 days 00:02:25.547676,fpgm,TRUE,,0.2,0.006586819,0.8,,,FALSE,0.3,,0.458049076,0.000577898,0.004687115,TRUE,0.35,1.48E-05,TRUE,0.9,2,bnscale,TRUE,0.15,0.88859607,0,COMPLETE
40,0.385314431,0.93565976,16:00.7,18:55.0,0 days 00:02:54.362372,group,TRUE,,0.2,0.00097283,0.99,,,FALSE,0.3,,0.371130025,0.000244191,0.006234407,TRUE,0.4,0.007496382,TRUE,0.7,1,group,FALSE,,2.77E-05,0,COMPLETE
85,0.385314431,0.387374288,08:55.4,11:33.0,0 days 00:02:37.675594,fpgm,TRUE,,0.2,0.006586819,0.8,,,FALSE,0.3,,0.458049076,0.000577898,0.004687115,TRUE,0.1,1.48E-05,TRUE,0.8,2,bnscale,TRUE,0,0.88859607,1,COMPLETE
31,0.385072095,0.489397795,54:30.0,56:45.7,0 days 00:02:15.777282,lamp,TRUE,,0.4,2.28E-05,0.995,,,TRUE,0.15,0.35,0.538825953,0.000372542,0.000738562,FALSE,,0.008407792,TRUE,0.9,1,group,TRUE,0.4,0.272693802,0,COMPLETE
55,0.385072095,0.783472677,54:07.0,57:09.1,0 days 00:03:02.123902,lamp,FALSE,0.6,0.1,2.78E-05,0.8,layer,FALSE,TRUE,0.05,0.1,0.608534628,0.000619916,6.47E-05,FALSE,,0.022111028,FALSE,0.8,3,bnscale,FALSE,,0.009133079,1,COMPLETE
24,0.384950927,0.85883921,37:26.4,39:47.2,0 days 00:02:20.806093,lamp,FALSE,0.5,0.5,0.0003855,0.9,,TRUE,FALSE,0,,0.213892479,0.009011158,0.000171793,TRUE,0.35,0.047832321,FALSE,0.8,3,bnscale,TRUE,0.3,0.001662152,0,COMPLETE
94,0.383254574,0.580152672,30:33.8,32:52.8,0 days 00:02:18.938182,group,FALSE,0.5,0.6,6.37E-05,0.99,,FALSE,TRUE,0.1,0,0.003794856,0.007697556,0.001624432,FALSE,,0.145191978,FALSE,0.9,3,group,TRUE,0.45,0.006312258,1,COMPLETE
5,0.10493154,0.785047861,49:52.0,52:18.7,0 days 00:02:26.746677,lamp,FALSE,0.1,0.1,2.78E-05,0.9,,FALSE,TRUE,0.05,0.3,0.608534628,0.000619916,6.47E-05,FALSE,,0.022111028,FALSE,0.8,3,bnscale,FALSE,,0.009133079,0,COMPLETE
