scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,mpp_warnup,values
True,0.0,False,0.00586795317439377,0.0006653706296723082,0.000619530826717954,9.87315960579278e-05,3,0.9,base,group,True,True,0.0,"[0.9574700109051254, 0.9]"
