scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.2,True,0.009542045037216257,0.0002884775163928957,1.0200406157180082e-05,1.2296196534386464e-05,3,0.9,base,group,True,False,"[0.8019999999999999, 0.9]",
False,,False,0.008333876035504303,0.0009892282710514508,0.007022959325725237,0.656883930564051,1,0.8,bnscale,group,False,True,"[0.8023333333333333, 0.8]",0.45
False,,False,0.0006911513548159313,2.8107326845912945e-05,0.0003143662297353552,0.0003342898001042533,1,0.7,group,group,True,False,"[0.8063333333333335, 0.7]",
False,,False,0.0004885301416477265,0.0012267325553295806,0.000748937974183619,0.21997955896713073,2,0.6,base,group,True,False,"[0.8093333333333333, 0.6]",
