scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.0,False,0.003230658322528253,4.3168108431629714e-05,2.4070048141711373e-05,1.1501818633542585e-05,1,0.7,group,group,True,False,"[0.9601054162122864, 0.7]",
True,0.15000000000000002,True,0.0009037683562789299,0.00013079085943083223,0.008963556288382982,0.00043973711622284607,1,0.9,group,fpgm,False,True,"[0.9541075972373682, 0.9]",0.1
True,0.30000000000000004,True,0.008854009056749022,0.0007578211915914602,0.0015499868954548443,0.0007631861732367395,1,0.8,base,group,True,False,"[0.9569247546346783, 0.8]",
