number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
27,0.932751727,27:20.7,35:26.8,0 days 00:08:06.094539,0.2,8,lamp,layer,3,base,TRUE,COMPLETE
13,0.932660851,37:31.9,46:04.5,0 days 00:08:32.676330,0.8,9,lamp,layer,2,base,TRUE,COMPLETE
88,0.932569975,17:47.4,26:20.1,0 days 00:08:32.646253,0.8,9,group,layer,2,base,TRUE,COMPLETE
7,0.931570338,53:03.9,59:43.9,0 days 00:06:39.953830,0.3,6,group,layer,2,bnscale,TRUE,COMPLETE
15,0.931115958,53:16.7,01:39.6,0 days 00:08:22.883100,0.2,9,lamp,batch,2,base,TRUE,COMPLETE
39,0.925663395,57:41.1,07:10.0,0 days 00:09:28.854925,0.3,9,fpgm,layer,4,bnscale,TRUE,COMPLETE
10,0.923845874,14:30.1,23:29.4,0 days 00:08:59.266781,0.2,9,lamp,batch,3,group,FALSE,COMPLETE
3,0.921301345,22:10.0,29:34.6,0 days 00:07:24.602147,0.5,7,fpgm,layer,3,base,TRUE,COMPLETE
16,0.920665213,01:39.6,10:06.9,0 days 00:08:27.268356,0.6,8,group,layer,4,group,TRUE,COMPLETE
4,0.919483824,29:34.6,37:59.5,0 days 00:08:24.885506,0,7,lamp,layer,6,base,TRUE,COMPLETE
40,0.918393312,07:10.0,14:14.0,0 days 00:07:03.998420,0.2,7,lamp,,3,group,FALSE,COMPLETE
1,0.918211559,02:43.6,11:38.5,0 days 00:08:54.906249,0.4,8,lamp,layer,6,bnscale,FALSE,COMPLETE
38,0.917938931,51:19.1,57:41.1,0 days 00:06:21.994943,0.6,6,lamp,layer,1,base,TRUE,COMPLETE
20,0.917848055,33:40.5,44:11.2,0 days 00:10:30.616784,0.6,9,lamp,layer,5,base,TRUE,COMPLETE
2,0.917666303,11:38.6,22:10.0,0 days 00:10:31.402180,0.5,9,group,layer,5,bnscale,FALSE,COMPLETE
79,0.914940022,07:11.2,16:46.6,0 days 00:09:35.304254,0.2,9,group,,4,group,TRUE,COMPLETE
66,0.914122137,25:19.4,35:28.9,0 days 00:10:09.534744,0.2,9,group,,5,base,TRUE,COMPLETE
19,0.912395493,26:38.8,33:40.5,0 days 00:07:01.755157,0.4,7,group,batch,2,group,TRUE,COMPLETE
35,0.91130498,26:43.3,37:25.8,0 days 00:10:42.519109,0.1,9,lamp,layer,6,base,TRUE,COMPLETE
34,0.900218103,18:42.6,26:43.3,0 days 00:08:00.683497,0.5,7,lamp,layer,5,base,TRUE,COMPLETE
37,0.828335151,44:16.1,51:19.1,0 days 00:07:03.003789,0.7,7,group,layer,2,base,TRUE,COMPLETE
8,0.48046165,59:43.9,06:55.5,0 days 00:07:11.581969,0.7,6,fpgm,batch,4,base,FALSE,COMPLETE
