scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,mpp_warnup,values
True,0.35000000000000003,False,0.0037059305254990857,0.006566257455452657,0.009495594416291588,0.00681853933637508,2,0.7,group,lamp,True,True,0.25,"[0.9694202898550724, 0.7]"
False,,False,0.006452728406588789,0.00020958664641008095,1.683169862409021e-05,0.004692958880824724,1,0.6,group,lamp,False,True,0.4,"[0.9702415458937198, 0.6]"
True,0.0,False,0.002639643537555731,0.0007989249425035711,0.00024608130548404327,1.5436912900865378e-05,3,0.8,base,lamp,False,False,,"[0.9638647342995169, 0.8]"
False,,False,0.0070883249348912955,2.590524969162872e-05,0.00016270171072230418,1.1921785653297228e-05,2,0.9,bnscale,fpgm,True,True,0.45,"[0.9578260869565217, 0.9]"
