scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.2,True,0.006640010916334467,0.0002649868273338907,0.0010376977722804136,0.005988250988824318,1,0.5,bnscale,group,True,False,"[0.975024154589372, 0.5]",
False,,True,0.006425342373939596,4.4137532994985e-05,8.602002761564545e-05,0.5419253114515792,3,0.8,bnscale,group,True,True,"[0.9736231884057971, 0.8]",0.5
False,,True,0.00100538389566051,0.000538130341273794,0.000195198281217955,8.1684923464156e-05,1,0.7,base,lamp,False,False,"[0.9739130434782609, 0.7]",
True,0.35000000000000003,False,0.004742999559311738,0.0003374193118086642,0.001908668633757552,9.943848595982725e-05,1,0.9,bnscale,fpgm,False,True,"[0.9652657004830919, 0.9]",0.0
