scheduler,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
False,True,0.0007576968904500496,0.0003122826287782852,3.784497012370697e-05,0.04777479710122123,1,0.9,base,fpgm,True,False,"[0.8977294685990338, 0.9]",
False,True,0.004055372184661073,0.0017133949174157573,0.0001559606261985845,0.014686540674783725,1,0.8,bnscale,fpgm,False,False,"[0.9642995169082126, 0.8]",
False,True,0.002892980865955686,9.38792713277516e-05,1.3318283700327675e-05,0.00043041325008449146,2,0.6,group,group,False,True,"[0.9680676328502416, 0.6]",0.2
False,True,0.005600458526888101,2.074365486807037e-05,3.784497012370697e-05,0.5309696835467941,1,0.5,base,fpgm,True,False,"[0.9692753623188405, 0.5]",
False,False,0.006869498988568298,0.005905661739490196,0.003068304510074482,0.16052245740954385,2,0.7,group,group,True,True,"[0.9669565217391304, 0.7]",0.2
