number,value,datetime_start,datetime_complete,duration,params_reset,params_temperature,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
45,0.7176666666666666,2025-05-19 17:33:23.975490,2025-05-19 17:33:42.857047,0 days 00:00:18.881557,False,3.25,COMPLETE,0.7,0.8,0.8,0.00011501798043717722,0.006705711686412273,2.0,0.30000000000000004,0.1,False,,0.3
22,0.7173333333333334,2025-05-19 17:24:50.116754,2025-05-19 17:25:10.687437,0 days 00:00:20.570683,False,2.75,COMPLETE,0.7,0.8,0.8,0.0002045153023893842,0.001067986184315868,1.7000000000000002,0.2,0.1,False,,0.1
59,0.7173333333333333,2025-05-19 17:38:24.429295,2025-05-19 17:38:52.063613,0 days 00:00:27.634318,True,4.75,COMPLETE,0.6,0.995,0.995,0.00024164565131833043,0.005362111342778814,1.55,0.30000000000000004,0.0,True,120.0,0.1
47,0.7173333333333333,2025-05-19 17:34:05.416008,2025-05-19 17:34:20.824898,0 days 00:00:15.408890,True,2.75,COMPLETE,0.7,0.8,0.8,0.0019477292531150335,0.11598693204338378,1.75,0.30000000000000004,0.05,False,,0.25
32,0.717,2025-05-19 17:28:28.446149,2025-05-19 17:28:53.310739,0 days 00:00:24.864590,False,4.0,COMPLETE,0.7,0.8,0.8,0.0008832618232723075,0.0645408271207444,2.0,0.35,0.1,False,,0.2
28,0.7166666666666667,2025-05-19 17:26:59.359665,2025-05-19 17:27:21.902002,0 days 00:00:22.542337,False,5.0,COMPLETE,0.7,0.8,0.8,0.0002908581158058796,0.028434062720303046,1.15,0.25,0.1,False,,0.25
51,0.7156666666666666,2025-05-19 17:35:28.790589,2025-05-19 17:35:52.511177,0 days 00:00:23.720588,False,3.75,COMPLETE,0.7,0.8,0.8,0.0007804132510182525,0.020658836738148858,1.8,0.30000000000000004,0.15,False,,0.2
43,0.7153333333333333,2025-05-19 17:32:40.128857,2025-05-19 17:32:59.585862,0 days 00:00:19.457005,False,4.75,COMPLETE,0.7,0.8,0.8,0.00019208576053481052,0.07973839805972571,2.0,0.35,0.05,False,,0.25
10,0.7146666666666667,2025-05-19 17:20:25.830534,2025-05-19 17:20:50.296490,0 days 00:00:24.465956,False,2.5,COMPLETE,0.7,0.99,0.99,7.608322382395673e-05,0.00043124216916903607,0.5,0.35,0.15,False,,0.0
39,0.7130000000000001,2025-05-19 17:31:04.902055,2025-05-19 17:31:31.442991,0 days 00:00:26.540936,False,4.25,COMPLETE,0.7,0.9,0.9,0.0009625933898732347,0.0350202924506006,1.2000000000000002,0.15000000000000002,0.1,False,,0.15000000000000002
56,0.713,2025-05-19 17:37:16.217680,2025-05-19 17:37:33.307035,0 days 00:00:17.089355,False,2.5,COMPLETE,0.7,0.8,0.8,0.001802476621133169,0.18618314527206825,1.25,0.25,0.15,False,,0.25
15,0.7113333333333333,2025-05-19 17:22:23.597662,2025-05-19 17:22:47.113284,0 days 00:00:23.515622,False,3.0,COMPLETE,0.7,0.8,0.8,0.00279786545406906,0.0020763516176248893,1.7000000000000002,0.2,0.15,False,,0.05
