scheduler,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
False,True,0.0005213099342471339,0.0007554458881725212,0.0011071786209731172,4.6805913025200905e-05,2,0.8,bnscale,fpgm,True,False,"[0.8063333333333333, 0.8]",
False,True,0.000841340834297649,0.00012022984984617873,0.0005090852308565363,0.019304214058798883,1,0.9,bnscale,group,True,True,"[0.7996666666666666, 0.9]",0.5
False,True,0.0022245069746307184,0.00012022984984617873,0.0005090852308565363,1.792298322860479e-05,2,0.5,group,fpgm,True,True,"[0.8073333333333333, 0.5]",0.35000000000000003
