number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
34,0.791859073,37:05.0,38:33.0,0 days 00:01:27.978934,0.6,8,group,layer,3,bnscale,FALSE,COMPLETE
98,0.791517017,57:18.1,58:05.6,0 days 00:00:47.570106,0.6,8,lamp,,1,base,TRUE,COMPLETE
66,0.791060943,19:18.3,20:08.5,0 days 00:00:50.160343,0.6,8,fpgm,,1,group,TRUE,COMPLETE
80,0.790604869,35:30.9,37:42.7,0 days 00:02:11.755421,0.6,9,fpgm,layer,3,group,TRUE,COMPLETE
68,0.790319822,21:22.0,22:58.9,0 days 00:01:36.853037,0.6,8,fpgm,layer,3,base,TRUE,COMPLETE
14,0.790205804,12:45.5,13:51.9,0 days 00:01:06.441140,0.2,8,group,layer,2,bnscale,FALSE,COMPLETE
88,0.789521692,45:44.5,47:15.6,0 days 00:01:31.052330,0,8,fpgm,layer,3,group,TRUE,COMPLETE
59,0.789407673,10:48.8,12:01.4,0 days 00:01:12.647600,0.7,8,fpgm,layer,2,base,TRUE,COMPLETE
85,0.789236646,42:31.6,43:42.0,0 days 00:01:10.398803,0.7,8,fpgm,layer,2,group,TRUE,COMPLETE
87,0.789008608,44:32.5,45:44.5,0 days 00:01:12.036154,0.7,8,fpgm,layer,2,group,TRUE,COMPLETE
56,0.787469358,06:24.7,08:00.2,0 days 00:01:35.534320,0.6,8,fpgm,layer,3,base,TRUE,COMPLETE
17,0.787013283,17:02.1,18:28.6,0 days 00:01:26.517602,0.4,7,group,layer,4,bnscale,FALSE,COMPLETE
15,0.786101134,13:51.9,16:00.2,0 days 00:02:08.306138,0.3,9,group,layer,3,bnscale,FALSE,COMPLETE
45,0.783820763,51:23.8,52:36.2,0 days 00:01:12.429763,0.6,8,fpgm,batch,2,base,TRUE,COMPLETE
19,0.782566558,19:18.3,20:04.3,0 days 00:00:46.016428,0.1,8,group,,1,bnscale,FALSE,COMPLETE
49,0.781768428,56:52.4,58:02.3,0 days 00:01:09.926365,0.5,8,fpgm,,2,base,TRUE,COMPLETE
20,0.781141326,20:04.3,23:32.5,0 days 00:03:28.184734,0.4,9,group,layer,5,bnscale,FALSE,COMPLETE
97,0.780628242,56:09.3,57:18.1,0 days 00:01:08.739839,0.6,8,fpgm,batch,2,group,TRUE,COMPLETE
28,0.777150676,30:23.7,31:32.4,0 days 00:01:08.709013,0.5,8,fpgm,batch,2,bnscale,FALSE,COMPLETE
58,0.774585257,08:51.0,10:48.7,0 days 00:01:57.734704,0.6,8,fpgm,layer,4,base,TRUE,COMPLETE
78,0.772019839,33:09.8,34:17.0,0 days 00:01:07.175078,0.6,8,fpgm,,2,group,TRUE,COMPLETE
60,0.760218916,12:01.4,12:52.3,0 days 00:00:50.909811,0.8,8,fpgm,batch,1,base,TRUE,COMPLETE
44,0.758166581,49:31.7,51:23.8,0 days 00:01:52.111207,0.6,8,fpgm,layer,4,base,TRUE,COMPLETE
16,0.752123596,16:00.2,17:02.0,0 days 00:01:01.794903,0.2,8,group,,2,bnscale,FALSE,COMPLETE
46,0.745681546,52:36.2,54:12.5,0 days 00:01:36.304602,0.7,8,fpgm,layer,3,base,TRUE,COMPLETE
