scheduler,warnup,prune_mlp,lr,weight_decay,mpp_lr,mpp_weight_decay,prune_step,prune_rate,prune_type,imp_type,isomorphic,mpp_scheduler,values,mpp_warnup
True,0.30000000000000004,False,0.00042318201434692564,2.2785154698673382e-05,5.800784331862004e-05,0.0002384482791409746,3,0.7,bnscale,group,False,False,"[0.9372349448685328, 0.7]",
False,,False,0.00044836086438908556,0.0001677111881566419,6.216718553605752e-05,0.005139457672026887,3,0.9,base,lamp,True,True,"[0.9333575669453532, 0.9]",0.45
