2025-04-24 22:00:30 - sandbox - [INFO]: Test Logger Initialized!
2025-04-24 22:00:30 - sandbox - [ERROR]: Test Error Message!
2025-04-24 22:00:30 - sandbox - [WARNING]: Test Warning Message!
2025-04-24 22:00:31 - engine - [INFO]: Epoch: 01, Loss: 1.206, valLoss: 1.576, Train: 33.33%, Valid: 19.00%, Test: 22.30%, 
2025-04-24 22:00:31 - engine - [INFO]: Epoch: 02, Loss: 1.511, valLoss: 1.337, Train: 33.33%, Valid: 42.60%, Test: 38.90%, 
2025-04-24 22:00:31 - engine - [INFO]: Epoch: 10, Loss: 1.258, valLoss: 1.134, Train: 33.33%, Valid: 19.00%, Test: 22.30%, 
2025-04-24 22:00:32 - engine - [INFO]: Epoch: 16, Loss: 1.259, valLoss: 1.048, Train: 63.33%, Valid: 63.00%, Test: 62.00%, 
2025-04-24 22:00:32 - engine - [INFO]: Epoch: 20, Loss: 1.151, valLoss: 1.100, Train: 35.00%, Valid: 19.00%, Test: 22.30%, 
2025-04-24 22:00:32 - engine - [INFO]: Epoch: 26, Loss: 1.063, valLoss: 0.996, Train: 61.67%, Valid: 63.80%, Test: 62.50%, 
2025-04-24 22:00:32 - engine - [INFO]: Epoch: 27, Loss: 0.969, valLoss: 0.948, Train: 63.33%, Valid: 64.80%, Test: 63.30%, 
2025-04-24 22:00:33 - engine - [INFO]: Epoch: 28, Loss: 1.008, valLoss: 0.893, Train: 65.00%, Valid: 65.40%, Test: 63.70%, 
2025-04-24 22:00:33 - engine - [INFO]: Epoch: 30, Loss: 0.765, valLoss: 0.830, Train: 65.00%, Valid: 65.40%, Test: 63.70%, 
2025-04-24 22:00:33 - engine - [INFO]: Epoch: 31, Loss: 0.724, valLoss: 0.825, Train: 66.67%, Valid: 66.00%, Test: 64.20%, 
2025-04-24 22:00:33 - engine - [INFO]: Epoch: 40, Loss: 0.505, valLoss: 1.507, Train: 66.67%, Valid: 62.20%, Test: 64.10%, 
2025-04-24 22:00:34 - engine - [INFO]: Epoch: 50, Loss: 0.414, valLoss: 1.682, Train: 88.33%, Valid: 66.60%, Test: 70.30%, 
2025-04-24 22:00:34 - engine - [INFO]: Epoch: 51, Loss: 0.449, valLoss: 1.663, Train: 86.67%, Valid: 67.00%, Test: 71.00%, 
2025-04-24 22:00:34 - engine - [INFO]: Epoch: 52, Loss: 0.398, valLoss: 1.622, Train: 88.33%, Valid: 67.60%, Test: 71.90%, 
2025-04-24 22:00:34 - engine - [INFO]: Epoch: 53, Loss: 0.350, valLoss: 1.565, Train: 90.00%, Valid: 69.00%, Test: 72.50%, 
2025-04-24 22:00:34 - engine - [INFO]: Epoch: 56, Loss: 0.221, valLoss: 1.562, Train: 95.00%, Valid: 69.20%, Test: 72.30%, 
2025-04-24 22:00:35 - engine - [INFO]: Epoch: 60, Loss: 0.139, valLoss: 1.765, Train: 96.67%, Valid: 70.40%, Test: 73.90%, 
2025-04-24 22:00:35 - engine - [INFO]: Epoch: 70, Loss: 0.169, valLoss: 2.135, Train: 98.33%, Valid: 69.00%, Test: 74.30%, 
2025-04-24 22:00:35 - engine - [INFO]: Epoch: 75, Loss: 0.063, valLoss: 1.996, Train: 96.67%, Valid: 72.20%, Test: 75.10%, 
2025-04-24 22:00:36 - engine - [INFO]: Epoch: 76, Loss: 0.090, valLoss: 1.935, Train: 96.67%, Valid: 73.20%, Test: 75.10%, 
2025-04-24 22:00:36 - engine - [INFO]: Epoch: 80, Loss: 0.066, valLoss: 2.264, Train: 98.33%, Valid: 66.20%, Test: 73.60%, 
2025-04-24 22:00:36 - engine - [INFO]: Epoch: 90, Loss: 0.058, valLoss: 2.033, Train: 98.33%, Valid: 72.00%, Test: 74.80%, 
2025-04-24 22:00:37 - engine - [INFO]: Epoch: 100, Loss: 0.042, valLoss: 2.061, Train: 98.33%, Valid: 71.20%, Test: 75.30%, 
2025-04-24 22:00:37 - engine - [INFO]: Epoch: 110, Loss: 0.053, valLoss: 2.046, Train: 98.33%, Valid: 71.80%, Test: 74.90%, 
2025-04-24 22:00:37 - engine - [INFO]: Epoch: 120, Loss: 0.021, valLoss: 2.094, Train: 98.33%, Valid: 72.60%, Test: 74.30%, 
2025-04-24 22:00:38 - engine - [INFO]: Epoch: 129, Loss: 0.162, valLoss: 2.202, Train: 98.33%, Valid: 73.40%, Test: 73.90%, 
2025-04-24 22:00:38 - engine - [INFO]: Epoch: 130, Loss: 0.114, valLoss: 2.357, Train: 98.33%, Valid: 70.00%, Test: 73.00%, 
2025-04-24 22:00:38 - engine - [INFO]: Epoch: 140, Loss: 0.134, valLoss: 1.909, Train: 98.33%, Valid: 71.00%, Test: 74.10%, 
2025-04-24 22:00:39 - engine - [INFO]: Epoch: 150, Loss: 0.062, valLoss: 1.820, Train: 100.00%, Valid: 69.60%, Test: 73.70%, 
2025-04-24 22:00:39 - engine - [INFO]: Epoch: 160, Loss: 0.027, valLoss: 1.879, Train: 98.33%, Valid: 70.60%, Test: 74.80%, 
2025-04-24 22:00:39 - engine - [INFO]: Epoch: 164, Loss: 0.069, valLoss: 1.740, Train: 98.33%, Valid: 74.40%, Test: 73.70%, 
2025-04-24 22:00:40 - engine - [INFO]: Epoch: 165, Loss: 0.015, valLoss: 1.750, Train: 98.33%, Valid: 74.80%, Test: 74.00%, 
2025-04-24 22:00:40 - engine - [INFO]: Epoch: 170, Loss: 0.017, valLoss: 1.902, Train: 100.00%, Valid: 72.20%, Test: 74.80%, 
2025-04-24 22:00:40 - engine - [INFO]: Epoch: 180, Loss: 0.069, valLoss: 2.112, Train: 100.00%, Valid: 71.40%, Test: 74.20%, 
2025-04-24 22:00:41 - engine - [INFO]: Epoch: 190, Loss: 0.043, valLoss: 2.273, Train: 98.33%, Valid: 69.80%, Test: 74.80%, 
2025-04-24 22:00:41 - engine - [INFO]: Epoch: 200, Loss: 0.044, valLoss: 2.217, Train: 98.33%, Valid: 70.40%, Test: 74.70%, 
2025-04-24 22:00:41 - engine - [INFO]: Epoch: 210, Loss: 0.024, valLoss: 2.104, Train: 98.33%, Valid: 71.40%, Test: 74.20%, 
2025-04-24 22:00:42 - engine - [INFO]: Epoch: 216, Loss: 0.016, valLoss: 1.855, Train: 100.00%, Valid: 75.00%, Test: 74.70%, 
2025-04-24 22:00:42 - engine - [INFO]: Epoch: 217, Loss: 0.015, valLoss: 1.842, Train: 98.33%, Valid: 75.40%, Test: 74.90%, 
2025-04-24 22:00:42 - engine - [INFO]: Epoch: 220, Loss: 0.091, valLoss: 1.923, Train: 100.00%, Valid: 73.80%, Test: 74.20%, 
2025-04-24 22:00:43 - engine - [INFO]: Epoch: 230, Loss: 0.040, valLoss: 1.942, Train: 98.33%, Valid: 71.80%, Test: 72.90%, 
2025-04-24 22:00:43 - engine - [INFO]: Epoch: 240, Loss: 0.011, valLoss: 2.158, Train: 98.33%, Valid: 69.20%, Test: 71.70%, 
2025-04-24 22:00:43 - engine - [INFO]: Epoch: 250, Loss: 0.008, valLoss: 2.032, Train: 98.33%, Valid: 72.00%, Test: 74.00%, 
2025-04-24 22:00:44 - engine - [INFO]: Epoch: 260, Loss: 0.144, valLoss: 1.936, Train: 98.33%, Valid: 71.60%, Test: 73.30%, 
2025-04-24 22:00:44 - engine - [INFO]: Epoch: 270, Loss: 0.039, valLoss: 1.840, Train: 98.33%, Valid: 73.00%, Test: 74.30%, 
2025-04-24 22:00:44 - engine - [INFO]: Epoch: 280, Loss: 0.026, valLoss: 2.115, Train: 98.33%, Valid: 69.20%, Test: 72.20%, 
2025-04-24 22:00:45 - engine - [INFO]: Epoch: 290, Loss: 0.093, valLoss: 2.127, Train: 100.00%, Valid: 68.60%, Test: 71.90%, 
2025-04-24 22:00:45 - engine - [INFO]: Epoch: 300, Loss: 0.040, valLoss: 2.148, Train: 100.00%, Valid: 69.00%, Test: 73.40%, 
2025-04-24 22:00:45 - engine - [INFO]: Epoch: 310, Loss: 0.241, valLoss: 2.095, Train: 98.33%, Valid: 69.40%, Test: 71.50%, 
