number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,state
68,0.674,2025-05-22 08:45:41.696325,2025-05-22 08:46:20.930987,0 days 00:00:39.234662,0.8,0.00435511710591073,COMPLETE
58,0.672,2025-05-22 08:38:53.181161,2025-05-22 08:39:32.324360,0 days 00:00:39.143199,0.4,0.001721869367755905,COMPLETE
2,0.6693333333333333,2025-05-22 08:00:04.933639,2025-05-22 08:00:44.391793,0 days 00:00:39.458154,0.7000000000000001,0.00042736614160873303,COMPLETE
29,0.669,2025-05-22 08:18:48.962974,2025-05-22 08:19:29.297751,0 days 00:00:40.334777,0.75,0.07498354136684438,COMPLETE
63,0.6686666666666667,2025-05-22 08:42:17.225845,2025-05-22 08:42:55.728569,0 days 00:00:38.502724,0.8,0.013424952658300078,COMPLETE
7,0.6676666666666667,2025-05-22 08:03:25.399610,2025-05-22 08:04:10.404398,0 days 00:00:45.004788,0.85,2.6731806169744886e-06,COMPLETE
60,0.6673333333333334,2025-05-22 08:40:14.514258,2025-05-22 08:40:53.553957,0 days 00:00:39.039699,0.9,0.012711951310961471,COMPLETE
67,0.6670000000000001,2025-05-22 08:44:59.580558,2025-05-22 08:45:41.655070,0 days 00:00:42.074512,0.8,0.003970807585157111,COMPLETE
87,0.6663333333333333,2025-05-22 08:58:54.636595,2025-05-22 08:59:33.301229,0 days 00:00:38.664634,0.75,0.002841168021323656,COMPLETE
0,0.6656666666666667,2025-05-22 07:58:43.017063,2025-05-22 07:59:22.170535,0 days 00:00:39.153472,0.4,3.6847761514466594e-06,COMPLETE
19,0.6653333333333333,2025-05-22 08:12:01.229070,2025-05-22 08:12:40.680320,0 days 00:00:39.451250,0.8,0.000670093284377686,COMPLETE
49,0.6646666666666666,2025-05-22 08:32:44.339652,2025-05-22 08:33:22.583654,0 days 00:00:38.244002,0.35,2.975110659740363e-05,COMPLETE
64,0.6643333333333333,2025-05-22 08:42:55.769076,2025-05-22 08:43:37.830907,0 days 00:00:42.061831,0.9,0.016462465457837964,COMPLETE
53,0.6643333333333333,2025-05-22 08:35:27.509201,2025-05-22 08:36:07.221006,0 days 00:00:39.711805,0.45000000000000007,5.465890893951926e-06,COMPLETE
30,0.664,2025-05-22 08:19:29.337640,2025-05-22 08:20:09.700714,0 days 00:00:40.363074,0.75,0.6947259177730368,COMPLETE
88,0.6629999999999999,2025-05-22 08:59:33.342239,2025-05-22 09:00:12.269395,0 days 00:00:38.927156,0.75,0.0031838306555616877,COMPLETE
27,0.6626666666666667,2025-05-22 08:17:27.691721,2025-05-22 08:18:06.946538,0 days 00:00:39.254817,0.85,7.485988777442529e-06,COMPLETE
16,0.6626666666666666,2025-05-22 08:09:47.855364,2025-05-22 08:10:33.631500,0 days 00:00:45.776136,0.7000000000000001,0.013881365158899027,COMPLETE
24,0.6623333333333333,2025-05-22 08:15:26.045259,2025-05-22 08:16:05.621862,0 days 00:00:39.576603,0.2,3.0877550787148494e-06,COMPLETE
6,0.6616666666666667,2025-05-22 08:02:46.039580,2025-05-22 08:03:25.358053,0 days 00:00:39.318473,0.6,0.09888395638405549,COMPLETE
5,0.6609999999999999,2025-05-22 08:02:06.459039,2025-05-22 08:02:46.001780,0 days 00:00:39.542741,0.6,0.0010836674591306358,COMPLETE
15,0.6596666666666667,2025-05-22 08:09:07.239287,2025-05-22 08:09:47.824946,0 days 00:00:40.585659,0.25,0.0004005735233127523,COMPLETE
34,0.6596666666666667,2025-05-22 08:22:12.238597,2025-05-22 08:22:51.568766,0 days 00:00:39.330169,0.4,0.021514865071287283,COMPLETE
55,0.6593333333333334,2025-05-22 08:36:50.366876,2025-05-22 08:37:29.593241,0 days 00:00:39.226365,0.25,3.146777642049883e-05,COMPLETE
40,0.6593333333333333,2025-05-22 08:26:19.466768,2025-05-22 08:26:59.417562,0 days 00:00:39.950794,0.15000000000000002,0.08411537680276508,COMPLETE
33,0.6590000000000001,2025-05-22 08:21:30.481781,2025-05-22 08:22:12.200415,0 days 00:00:41.718634,0.65,0.2674311996840055,COMPLETE
85,0.6586666666666666,2025-05-22 08:57:30.153101,2025-05-22 08:58:12.605259,0 days 00:00:42.452158,0.6,0.0014118589664230026,COMPLETE
35,0.6583333333333333,2025-05-22 08:22:51.607791,2025-05-22 08:23:31.335625,0 days 00:00:39.727834,0.65,0.0015327012309415298,COMPLETE
28,0.6583333333333333,2025-05-22 08:18:06.986987,2025-05-22 08:18:48.922313,0 days 00:00:41.935326,0.5,5.578625051131209e-05,COMPLETE
26,0.6583333333333333,2025-05-22 08:16:45.514064,2025-05-22 08:17:27.652438,0 days 00:00:42.138374,0.65,0.0023751551282181816,COMPLETE
61,0.658,2025-05-22 08:40:53.598411,2025-05-22 08:41:38.451161,0 days 00:00:44.852750,0.9,0.008387226487726397,COMPLETE
94,0.658,2025-05-22 09:03:36.848998,2025-05-22 09:04:18.631987,0 days 00:00:41.782989,0.85,1.3400685945444638e-05,COMPLETE
90,0.6576666666666667,2025-05-22 09:00:51.656579,2025-05-22 09:01:33.225429,0 days 00:00:41.568850,0.75,0.0008905451070874502,COMPLETE
46,0.6576666666666666,2025-05-22 08:30:31.602308,2025-05-22 08:31:14.236105,0 days 00:00:42.633797,0.9,0.00021153148813649075,COMPLETE
80,0.657,2025-05-22 08:53:57.794085,2025-05-22 08:54:40.624063,0 days 00:00:42.829978,0.9,0.004630224644358675,COMPLETE
1,0.657,2025-05-22 07:59:22.212249,2025-05-22 08:00:04.894732,0 days 00:00:42.682483,0.7000000000000001,0.056961860980697186,COMPLETE
77,0.657,2025-05-22 08:51:54.488558,2025-05-22 08:52:39.216283,0 days 00:00:44.727725,0.7000000000000001,0.03515996461086717,COMPLETE
20,0.6566666666666667,2025-05-22 08:12:40.719752,2025-05-22 08:13:22.728942,0 days 00:00:42.009190,0.7000000000000001,1.0653012344313363e-05,COMPLETE
79,0.6566666666666667,2025-05-22 08:53:18.909284,2025-05-22 08:53:57.754352,0 days 00:00:38.845068,0.8,0.068056621123855,COMPLETE
84,0.6566666666666667,2025-05-22 08:56:51.599881,2025-05-22 08:57:30.109344,0 days 00:00:38.509463,0.85,1.4495711643471919e-06,COMPLETE
99,0.6563333333333333,2025-05-22 09:07:06.335504,2025-05-22 09:07:48.868211,0 days 00:00:42.532707,0.65,0.0017906341382176072,COMPLETE
3,0.656,2025-05-22 08:00:44.430949,2025-05-22 08:01:24.599200,0 days 00:00:40.168251,0.4,8.73360700899807e-06,COMPLETE
13,0.656,2025-05-22 08:07:43.424820,2025-05-22 08:08:23.034713,0 days 00:00:39.609893,0.8,0.006685307239594368,COMPLETE
31,0.656,2025-05-22 08:20:09.739504,2025-05-22 08:20:51.325928,0 days 00:00:41.586424,0.75,0.12129368222791155,COMPLETE
32,0.6556666666666667,2025-05-22 08:20:51.364733,2025-05-22 08:21:30.442786,0 days 00:00:39.078053,0.85,0.029775893019756125,COMPLETE
4,0.6556666666666667,2025-05-22 08:01:24.640468,2025-05-22 08:02:06.417617,0 days 00:00:41.777149,0.6,0.8233631553477196,COMPLETE
97,0.6556666666666667,2025-05-22 09:05:42.236170,2025-05-22 09:06:24.373637,0 days 00:00:42.137467,0.9,0.0137561336212144,COMPLETE
17,0.6556666666666667,2025-05-22 08:10:33.658669,2025-05-22 08:11:15.650277,0 days 00:00:41.991608,0.9,2.9300006538405634e-06,COMPLETE
75,0.6556666666666667,2025-05-22 08:50:30.781509,2025-05-22 08:51:12.530645,0 days 00:00:41.749136,0.75,0.0012325473080869959,COMPLETE
10,0.6549999999999999,2025-05-22 08:05:38.297984,2025-05-22 08:06:17.708030,0 days 00:00:39.410046,0.9,0.00010969669206797639,COMPLETE
23,0.6546666666666667,2025-05-22 08:14:44.797136,2025-05-22 08:15:26.006477,0 days 00:00:41.209341,0.5,1.9179185366989747e-05,COMPLETE
25,0.6546666666666667,2025-05-22 08:16:05.663981,2025-05-22 08:16:45.475065,0 days 00:00:39.811084,0.45000000000000007,0.0001502930140751456,COMPLETE
44,0.6546666666666666,2025-05-22 08:29:06.152721,2025-05-22 08:29:49.096787,0 days 00:00:42.944066,0.85,2.290908954230933e-06,COMPLETE
66,0.6543333333333333,2025-05-22 08:44:16.563007,2025-05-22 08:44:59.541280,0 days 00:00:42.978273,0.75,0.21945623441250303,COMPLETE
71,0.6543333333333333,2025-05-22 08:47:42.366077,2025-05-22 08:48:21.884078,0 days 00:00:39.518001,0.8,0.0038816582020612094,COMPLETE
96,0.6543333333333333,2025-05-22 09:05:00.452666,2025-05-22 09:05:42.196400,0 days 00:00:41.743734,0.7000000000000001,3.0556904636153123e-06,COMPLETE
