number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,state
39,0.811,2025-05-22 19:26:58.608614,2025-05-22 19:27:33.967407,0 days 00:00:35.358793,0.7000000000000001,7.292826654457743e-06,COMPLETE
64,0.81,2025-05-22 19:41:47.568674,2025-05-22 19:42:23.674264,0 days 00:00:36.105590,0.7000000000000001,1.4016813444447748e-06,COMPLETE
116,0.8086666666666668,2025-05-22 20:12:46.286142,2025-05-22 20:13:21.864677,0 days 00:00:35.578535,0.7000000000000001,7.2881931731344145e-06,COMPLETE
53,0.807,2025-05-22 19:35:13.818716,2025-05-22 19:35:49.094017,0 days 00:00:35.275301,0.6,1.1322205265180475e-06,COMPLETE
93,0.807,2025-05-22 19:59:05.543802,2025-05-22 19:59:41.073484,0 days 00:00:35.529682,0.6,4.2809710083837915e-06,COMPLETE
21,0.807,2025-05-22 19:16:06.474036,2025-05-22 19:16:44.020744,0 days 00:00:37.546708,0.2,0.009374842276405105,COMPLETE
65,0.8066666666666668,2025-05-22 19:42:23.718667,2025-05-22 19:42:59.954647,0 days 00:00:36.235980,0.7000000000000001,3.052655890968809e-06,COMPLETE
113,0.8063333333333333,2025-05-22 20:10:58.640281,2025-05-22 20:11:33.705206,0 days 00:00:35.064925,0.6,2.557020742213256e-06,COMPLETE
54,0.806,2025-05-22 19:35:49.134334,2025-05-22 19:36:25.012654,0 days 00:00:35.878320,0.6,2.441432106560616e-06,COMPLETE
50,0.806,2025-05-22 19:33:26.451877,2025-05-22 19:34:01.681920,0 days 00:00:35.230043,0.6,1.1006254571597695e-06,COMPLETE
101,0.8053333333333335,2025-05-22 20:03:49.645487,2025-05-22 20:04:24.968105,0 days 00:00:35.322618,0.6,1.1044795922965473e-05,COMPLETE
44,0.8053333333333335,2025-05-22 19:29:55.014967,2025-05-22 19:30:30.474609,0 days 00:00:35.459642,0.65,4.048537304054998e-06,COMPLETE
117,0.805,2025-05-22 20:13:21.904374,2025-05-22 20:13:57.071121,0 days 00:00:35.166747,0.7000000000000001,6.833515806215458e-06,COMPLETE
55,0.805,2025-05-22 19:36:25.052668,2025-05-22 19:37:00.480343,0 days 00:00:35.427675,0.6,2.3884030656824132e-06,COMPLETE
51,0.805,2025-05-22 19:34:01.721264,2025-05-22 19:34:37.422228,0 days 00:00:35.700964,0.6,1.2361691113792058e-06,COMPLETE
63,0.8046666666666668,2025-05-22 19:41:11.829828,2025-05-22 19:41:47.527753,0 days 00:00:35.697925,0.6,1.1019037262934401e-06,COMPLETE
81,0.8046666666666668,2025-05-22 19:51:55.974965,2025-05-22 19:52:30.830236,0 days 00:00:34.855271,0.65,0.002798828487288106,COMPLETE
58,0.8046666666666668,2025-05-22 19:38:12.713614,2025-05-22 19:38:48.130560,0 days 00:00:35.416946,0.6,2.3874812454803143e-06,COMPLETE
94,0.8036666666666666,2025-05-22 19:59:41.113429,2025-05-22 20:00:16.205266,0 days 00:00:35.091837,0.6,5.308492855832593e-06,COMPLETE
119,0.8033333333333333,2025-05-22 20:14:31.520859,2025-05-22 20:15:07.712336,0 days 00:00:36.191477,0.7000000000000001,1.2409537297441633e-05,COMPLETE
82,0.8033333333333333,2025-05-22 19:52:30.871094,2025-05-22 19:53:06.826127,0 days 00:00:35.955033,0.7000000000000001,0.0011060894666806377,COMPLETE
70,0.8033333333333333,2025-05-22 19:45:21.663493,2025-05-22 19:45:57.500447,0 days 00:00:35.836954,0.7000000000000001,1.16708257549866e-05,COMPLETE
12,0.803,2025-05-22 18:15:39.505059,2025-05-22 18:16:25.138466,0 days 00:00:45.633407,0.1,1.0287575393831848e-06,COMPLETE
27,0.8026666666666668,2025-05-22 19:19:46.025480,2025-05-22 19:20:22.062313,0 days 00:00:36.036833,0.25,0.9663544998042397,COMPLETE
103,0.8026666666666668,2025-05-22 20:05:01.195985,2025-05-22 20:05:36.370405,0 days 00:00:35.174420,0.6,5.997292909231815e-06,COMPLETE
60,0.8026666666666666,2025-05-22 19:39:24.259803,2025-05-22 19:39:59.137563,0 days 00:00:34.877760,0.45000000000000007,9.324091572491974e-06,COMPLETE
14,0.8023333333333333,2025-05-22 18:17:11.492348,2025-05-22 18:17:57.410624,0 days 00:00:45.918276,0.1,0.006415087636187124,COMPLETE
104,0.8023333333333333,2025-05-22 20:05:36.410207,2025-05-22 20:06:12.042823,0 days 00:00:35.632616,0.6,5.04086329000141e-05,COMPLETE
106,0.8023333333333333,2025-05-22 20:06:48.358524,2025-05-22 20:07:24.557109,0 days 00:00:36.198585,0.7000000000000001,2.016456037395424e-06,COMPLETE
80,0.8023333333333333,2025-05-22 19:51:20.136263,2025-05-22 19:51:55.932890,0 days 00:00:35.796627,0.6,0.05449424658601452,COMPLETE
57,0.802,2025-05-22 19:37:36.687101,2025-05-22 19:38:12.674392,0 days 00:00:35.987291,0.7000000000000001,7.215629576375777e-05,COMPLETE
5,0.8016666666666667,2025-05-22 18:10:26.062729,2025-05-22 18:11:03.589525,0 days 00:00:37.526796,0.5,0.002192491218898557,COMPLETE
110,0.8016666666666667,2025-05-22 20:09:10.213855,2025-05-22 20:09:46.597559,0 days 00:00:36.383704,0.6,1.3099104275449174e-06,COMPLETE
84,0.8013333333333333,2025-05-22 19:53:42.709321,2025-05-22 19:54:18.632795,0 days 00:00:35.923474,0.6,2.561087296683508e-06,COMPLETE
36,0.8013333333333333,2025-05-22 19:25:12.122489,2025-05-22 19:25:47.162219,0 days 00:00:35.039730,0.2,0.4229360966881483,COMPLETE
28,0.8013333333333333,2025-05-22 19:20:22.102476,2025-05-22 19:20:58.758368,0 days 00:00:36.655892,0.4,0.7465331586652503,COMPLETE
16,0.8010000000000002,2025-05-22 18:18:41.107284,2025-05-22 18:19:28.926399,0 days 00:00:47.819115,0.1,0.49829951021142155,COMPLETE
18,0.801,2025-05-22 18:20:17.388181,2025-05-22 18:21:02.037673,0 days 00:00:44.649492,0.35,2.962361216067572e-05,COMPLETE
10,0.801,2025-05-22 18:14:07.070592,2025-05-22 18:14:53.430536,0 days 00:00:46.359944,0.2,0.00013278828276639662,COMPLETE
37,0.8006666666666667,2025-05-22 19:25:47.202269,2025-05-22 19:26:22.657710,0 days 00:00:35.455441,0.30000000000000004,0.004816829868565267,COMPLETE
29,0.8006666666666667,2025-05-22 19:20:58.799849,2025-05-22 19:21:35.217716,0 days 00:00:36.417867,0.25,0.1764922083893672,COMPLETE
23,0.8006666666666667,2025-05-22 19:17:20.842042,2025-05-22 19:17:56.367361,0 days 00:00:35.525319,0.1,0.009386645076500074,COMPLETE
38,0.8006666666666667,2025-05-22 19:26:22.697309,2025-05-22 19:26:58.569769,0 days 00:00:35.872460,0.1,0.00018034055340162064,COMPLETE
90,0.8003333333333335,2025-05-22 19:57:17.511389,2025-05-22 19:57:53.615215,0 days 00:00:36.103826,0.7000000000000001,6.987080775681302e-06,COMPLETE
99,0.8003333333333335,2025-05-22 20:02:38.215592,2025-05-22 20:03:13.437356,0 days 00:00:35.221764,0.55,1.4668835284337796e-06,COMPLETE
30,0.8003333333333335,2025-05-22 19:21:35.257757,2025-05-22 19:22:11.559027,0 days 00:00:36.301270,0.30000000000000004,4.6618632926877846e-05,COMPLETE
79,0.8003333333333335,2025-05-22 19:50:45.109258,2025-05-22 19:51:20.097761,0 days 00:00:34.988503,0.55,0.00025061915050810483,COMPLETE
97,0.8000000000000002,2025-05-22 20:01:27.924253,2025-05-22 20:02:03.711342,0 days 00:00:35.787089,0.7000000000000001,2.046320658551181e-06,COMPLETE
77,0.7999999999999999,2025-05-22 19:49:32.865626,2025-05-22 19:50:08.973320,0 days 00:00:36.107694,0.6,0.018367646130583247,COMPLETE
109,0.7999999999999999,2025-05-22 20:08:34.900497,2025-05-22 20:09:10.173197,0 days 00:00:35.272700,0.55,0.0004792287096255062,COMPLETE
83,0.7996666666666666,2025-05-22 19:53:06.866232,2025-05-22 19:53:42.669743,0 days 00:00:35.803511,0.6,1.3297888147336328e-06,COMPLETE
47,0.7993333333333333,2025-05-22 19:31:42.289447,2025-05-22 19:32:18.080403,0 days 00:00:35.790956,0.7000000000000001,7.58244504852119e-06,COMPLETE
34,0.7993333333333333,2025-05-22 19:23:59.852334,2025-05-22 19:24:35.881871,0 days 00:00:36.029537,0.1,0.0006779847285614954,COMPLETE
114,0.7993333333333333,2025-05-22 20:11:33.742314,2025-05-22 20:12:09.937955,0 days 00:00:36.195641,0.6,4.326418344937916e-06,COMPLETE
6,0.799,2025-05-22 18:11:03.995832,2025-05-22 18:11:47.548016,0 days 00:00:43.552184,0.85,0.03557437453678141,COMPLETE
75,0.799,2025-05-22 19:48:22.276342,2025-05-22 19:48:58.087954,0 days 00:00:35.811612,0.7000000000000001,3.332368837446647e-06,COMPLETE
11,0.7986666666666667,2025-05-22 18:14:53.470020,2025-05-22 18:15:39.429430,0 days 00:00:45.959410,0.2,0.00012806853543744962,COMPLETE
78,0.7986666666666667,2025-05-22 19:50:09.011647,2025-05-22 19:50:45.068147,0 days 00:00:36.056500,0.7000000000000001,5.495925770884858e-06,COMPLETE
108,0.7986666666666666,2025-05-22 20:07:59.517677,2025-05-22 20:08:34.860035,0 days 00:00:35.342358,0.55,8.696512360824697e-06,COMPLETE
15,0.7986666666666666,2025-05-22 18:17:57.473188,2025-05-22 18:18:41.062056,0 days 00:00:43.588868,0.1,0.009778817807193441,COMPLETE
107,0.7983333333333335,2025-05-22 20:07:24.596270,2025-05-22 20:07:59.475570,0 days 00:00:34.879300,0.45000000000000007,2.999856860075713e-06,COMPLETE
9,0.7983333333333335,2025-05-22 18:13:21.294488,2025-05-22 18:14:07.030294,0 days 00:00:45.735806,0.6,0.07564311411807566,COMPLETE
52,0.7983333333333335,2025-05-22 19:34:37.463217,2025-05-22 19:35:13.777528,0 days 00:00:36.314311,0.65,5.5192604778438756e-06,COMPLETE
2,0.7983333333333333,2025-05-22 18:08:12.578801,2025-05-22 18:08:57.639159,0 days 00:00:45.060358,0.75,0.2276542664768087,COMPLETE
0,0.7983333333333333,2025-05-22 18:06:41.788749,2025-05-22 18:07:27.717030,0 days 00:00:45.928281,0.7000000000000001,0.0029893636945957074,COMPLETE
115,0.798,2025-05-22 20:12:09.977923,2025-05-22 20:12:46.242706,0 days 00:00:36.264783,0.6,1.8175948022607692e-06,COMPLETE
61,0.798,2025-05-22 19:39:59.177993,2025-05-22 19:40:35.538391,0 days 00:00:36.360398,0.5,1.879131787780952e-06,COMPLETE
24,0.798,2025-05-22 19:17:56.406375,2025-05-22 19:18:33.332517,0 days 00:00:36.926142,0.2,0.010584335685731758,COMPLETE
